"play/step","miner_200_easy - _step","miner_200_easy - _step__MIN","miner_200_easy - _step__MAX","miner_200_easy - play/episodic_reward","miner_200_easy - play/episodic_reward__MIN","miner_200_easy - play/episodic_reward__MAX","miner_200_easy - test/episodic_reward","miner_200_easy - test/episodic_reward__MIN","miner_200_easy - test/episodic_reward__MAX"
"1915292","16434","16434","16434","","","","1","1","1"
"1915316","16422","16422","16422","0","0","0","","",""
"1915352","16423","16423","16423","0","0","0","","",""
"1915737","16424","16424","16424","0","0","0","","",""
"1916292","16444","16444","16444","","","","0","0","0"
"1916737","16435","16435","16435","0","0","0","","",""
"1917292","16454","16454","16454","","","","0","0","0"
"1917593","16455","16455","16455","","","","0","0","0"
"1917737","16445","16445","16445","0","0","0","","",""
"1917760","16446","16446","16446","0","0","0","","",""
"1918593","16465","16465","16465","","","","0","0","0"
"1918760","16456","16456","16456","0","0","0","","",""
"1919593","16475","16475","16475","","","","0","0","0"
"1919742","16476","16476","16476","","","","1","1","1"
"1919760","16466","16466","16466","0","0","0","","",""
"1920742","16481","16481","16481","","","","0","0","0"
"1920760","16477","16477","16477","0","0","0","","",""
"1921742","16492","16492","16492","","","","0","0","0"
"1921760","16482","16482","16482","0","0","0","","",""
"1921830","16483","16483","16483","0","0","0","","",""
"1921862","16484","16484","16484","0","0","0","","",""
"1922742","16502","16502","16502","","","","0","0","0"
"1922862","16493","16493","16493","0","0","0","","",""
"1923742","16512","16512","16512","","","","0","0","0"
"1923758","16513","16513","16513","","","","0","0","0"
"1923862","16503","16503","16503","0","0","0","","",""
"1924758","16523","16523","16523","","","","0","0","0"
"1924862","16514","16514","16514","0","0","0","","",""
"1924971","16524","16524","16524","","","","1","1","1"
"1925862","16525","16525","16525","1","1","1","","",""
"1925971","16534","16534","16534","","","","0","0","0"
"1926862","16535","16535","16535","0","0","0","","",""
"1926971","16543","16543","16543","","","","1","1","1"
"1927862","16544","16544","16544","0","0","0","","",""
"1927922","16545","16545","16545","0","0","0","","",""
"1927926","16546","16546","16546","0","0","0","","",""
"1927971","16555","16555","16555","","","","0","0","0"
"1928926","16556","16556","16556","0","0","0","","",""
"1928971","16565","16565","16565","","","","0","0","0"
"1929926","16566","16566","16566","0","0","0","","",""
"1929971","16575","16575","16575","","","","0","0","0"
"1930248","16576","16576","16576","0","0","0","","",""
"1930971","16586","16586","16586","","","","0","0","0"
"1931248","16577","16577","16577","0","0","0","","",""
"1931971","16595","16595","16595","","","","0","0","0"
"1932248","16587","16587","16587","0","0","0","","",""
"1932381","16606","16606","16606","","","","0","0","0"
"1932768","16607","16607","16607","","","","1","1","1"
"1933248","16596","16596","16596","0","0","0","","",""
"1933274","16597","16597","16597","0","0","0","","",""
"1933768","16617","16617","16617","","","","0","0","0"
"1933847","16618","16618","16618","","","","0","0","0"
"1934274","16608","16608","16608","1","1","1","","",""
"1934847","16628","16628","16628","","","","0","0","0"
"1935274","16619","16619","16619","0","0","0","","",""
"1935482","16638","16638","16638","","","","1","1","1"
"1935504","16639","16639","16639","","","","0","0","0"
"1936274","16629","16629","16629","0","0","0","","",""
"1936504","16648","16648","16648","","","","0","0","0"
"1937274","16640","16640","16640","0","0","0","","",""
"1937504","16658","16658","16658","","","","0","0","0"
"1938274","16649","16649","16649","1","1","1","","",""
"1938504","16668","16668","16668","","","","0","0","0"
"1938507","16669","16669","16669","","","","0","0","0"
"1939274","16659","16659","16659","1","1","1","","",""
"1939507","16679","16679","16679","","","","0","0","0"
"1939513","16680","16680","16680","","","","1","1","1"
"1940274","16670","16670","16670","0","0","0","","",""
"1940513","16690","16690","16690","","","","0","0","0"
"1940617","16691","16691","16691","","","","0","0","0"
"1941274","16681","16681","16681","0","0","0","","",""
"1941617","16696","16696","16696","","","","0","0","0"
"1942274","16692","16692","16692","0","0","0","","",""
"1942343","16693","16693","16693","0","0","0","","",""
"1942617","16706","16706","16706","","","","0","0","0"
"1943343","16697","16697","16697","0","0","0","","",""
"1943617","16714","16714","16714","","","","0","0","0"
"1943645","16715","16715","16715","","","","0","0","0"
"1943762","16716","16716","16716","","","","1","1","1"
"1944343","16707","16707","16707","0","0","0","","",""
"1944351","16708","16708","16708","0","0","0","","",""
"1944762","16726","16726","16726","","","","0","0","0"
"1945351","16717","16717","16717","0","0","0","","",""
"1945762","16736","16736","16736","","","","0","0","0"
"1946351","16727","16727","16727","0","0","0","","",""
"1946762","16746","16746","16746","","","","0","0","0"
"1947351","16737","16737","16737","0","0","0","","",""
"1947762","16755","16755","16755","","","","0","0","0"
"1948351","16747","16747","16747","0","0","0","","",""
"1948762","16766","16766","16766","","","","0","0","0"
"1948772","16767","16767","16767","","","","0","0","0"
"1949351","16756","16756","16756","0","0","0","","",""
"1949640","16757","16757","16757","2","2","2","","",""
"1949772","16772","16772","16772","","","","0","0","0"
"1950640","16768","16768","16768","0","0","0","","",""
"1950772","16782","16782","16782","","","","0","0","0"
"1951640","16773","16773","16773","0","0","0","","",""
"1951772","16791","16791","16791","","","","0","0","0"
"1952640","16783","16783","16783","0","0","0","","",""
"1952772","16801","16801","16801","","","","0","0","0"
"1953010","16802","16802","16802","","","","0","0","0"
"1953640","16792","16792","16792","0","0","0","","",""
"1954010","16812","16812","16812","","","","0","0","0"
"1954101","16813","16813","16813","","","","0","0","0"
"1954397","16814","16814","16814","","","","1","1","1"
"1954640","16803","16803","16803","0","0","0","","",""
"1955397","16824","16824","16824","","","","0","0","0"
"1955640","16815","16815","16815","0","0","0","","",""
"1956397","16834","16834","16834","","","","0","0","0"
"1956640","16825","16825","16825","1","1","1","","",""
"1956654","16835","16835","16835","","","","0","0","0"
"1957640","16836","16836","16836","0","0","0","","",""
"1957654","16844","16844","16844","","","","0","0","0"
"1957803","16845","16845","16845","","","","1","1","1"
"1957904","16855","16855","16855","","","","0","0","0"
"1958640","16846","16846","16846","0","0","0","","",""
"1958904","16856","16856","16856","","","","1","1","1"
"1959100","16866","16866","16866","","","","0","0","0"
"1959640","16857","16857","16857","0","0","0","","",""
"1960100","16876","16876","16876","","","","0","0","0"
"1960209","16877","16877","16877","","","","1","1","1"
"1960640","16867","16867","16867","0","0","0","","",""
"1961209","16888","16888","16888","","","","0","0","0"
"1961640","16878","16878","16878","0","0","0","","",""
"1961649","16879","16879","16879","0","0","0","","",""
"1962209","16897","16897","16897","","","","0","0","0"
"1962649","16889","16889","16889","0","0","0","","",""
"1963209","16907","16907","16907","","","","0","0","0"
"1963649","16898","16898","16898","1","1","1","","",""
"1964209","16917","16917","16917","","","","0","0","0"
"1964649","16908","16908","16908","0","0","0","","",""
"1965209","16927","16927","16927","","","","0","0","0"
"1965649","16918","16918","16918","0","0","0","","",""
"1966209","16937","16937","16937","","","","0","0","0"
"1966649","16928","16928","16928","0","0","0","","",""
"1967209","16949","16949","16949","","","","0","0","0"
"1967649","16938","16938","16938","0","0","0","","",""
"1967701","16939","16939","16939","0","0","0","","",""
"1967800","16940","16940","16940","0","0","0","","",""
"1967862","16941","16941","16941","1","1","1","","",""
"1968209","16957","16957","16957","","","","0","0","0"
"1968862","16950","16950","16950","0","0","0","","",""
"1969209","16966","16966","16966","","","","0","0","0"
"1969238","16967","16967","16967","","","","1","1","1"
"1969862","16958","16958","16958","0","0","0","","",""
"1970238","16978","16978","16978","","","","0","0","0"
"1970862","16968","16968","16968","0","0","0","","",""
"1971038","16969","16969","16969","1","1","1","","",""
"1971238","16988","16988","16988","","","","0","0","0"
"1972038","16979","16979","16979","0","0","0","","",""
"1972238","16996","16996","16996","","","","0","0","0"
"1973038","16989","16989","16989","0","0","0","","",""
"1973065","16990","16990","16990","0","0","0","","",""
"1973238","16997","16997","16997","","","","0","0","0"
"1974065","16998","16998","16998","1","1","1","","",""
"1974238","17007","17007","17007","","","","0","0","0"
"1974493","17017","17017","17017","","","","1","1","1"
"1975065","17008","17008","17008","0","0","0","","",""
"1975493","17027","17027","17027","","","","0","0","0"
"1975577","17028","17028","17028","","","","1","1","1"
"1976065","17018","17018","17018","0","0","0","","",""
"1976577","17038","17038","17038","","","","0","0","0"
"1977065","17029","17029","17029","0","0","0","","",""
"1977085","17030","17030","17030","0","0","0","","",""
"1977577","17048","17048","17048","","","","0","0","0"
"1978085","17039","17039","17039","0","0","0","","",""
"1978577","17058","17058","17058","","","","0","0","0"
"1979085","17049","17049","17049","0","0","0","","",""
"1979577","17068","17068","17068","","","","0","0","0"
"1979784","17069","17069","17069","","","","1","1","1"
"1979836","17070","17070","17070","","","","1","1","1"
"1980085","17059","17059","17059","0","0","0","","",""
"1980836","17080","17080","17080","","","","0","0","0"
"1981085","17071","17071","17071","0","0","0","","",""
"1981836","17090","17090","17090","","","","0","0","0"
"1982085","17081","17081","17081","0","0","0","","",""
"1982091","17082","17082","17082","0","0","0","","",""
"1982836","17100","17100","17100","","","","0","0","0"
"1983091","17091","17091","17091","0","0","0","","",""
"1983836","17110","17110","17110","","","","0","0","0"
"1984091","17101","17101","17101","0","0","0","","",""
"1984836","17120","17120","17120","","","","0","0","0"
"1985091","17111","17111","17111","0","0","0","","",""
"1985836","17130","17130","17130","","","","0","0","0"
"1986091","17121","17121","17121","0","0","0","","",""
"1986836","17140","17140","17140","","","","0","0","0"
"1987091","17131","17131","17131","0","0","0","","",""
"1987288","17132","17132","17132","0","0","0","","",""
"1987836","17151","17151","17151","","","","0","0","0"
"1988288","17141","17141","17141","2","2","2","","",""
"1988370","17142","17142","17142","0","0","0","","",""
"1988836","17161","17161","17161","","","","0","0","0"
"1989370","17152","17152","17152","0","0","0","","",""
"1989836","17171","17171","17171","","","","0","0","0"
"1989943","17172","17172","17172","","","","1","1","1"
"1990370","17162","17162","17162","0","0","0","","",""
"1990943","17182","17182","17182","","","","0","0","0"
"1991111","17183","17183","17183","","","","0","0","0"
"1991370","17173","17173","17173","0","0","0","","",""
"1992111","17190","17190","17190","","","","0","0","0"
"1992370","17184","17184","17184","0","0","0","","",""
"1993111","17200","17200","17200","","","","0","0","0"
"1993370","17191","17191","17191","0","0","0","","",""
"1994111","17209","17209","17209","","","","0","0","0"
"1994370","17201","17201","17201","0","0","0","","",""
"1995111","17220","17220","17220","","","","0","0","0"
"1995370","17210","17210","17210","0","0","0","","",""
"1995475","17211","17211","17211","1","1","1","","",""
"1996111","17230","17230","17230","","","","0","0","0"
"1996475","17221","17221","17221","0","0","0","","",""
"1997111","17240","17240","17240","","","","0","0","0"
"1997274","17241","17241","17241","","","","0","0","0"
"1997475","17231","17231","17231","0","0","0","","",""
"1998274","17251","17251","17251","","","","0","0","0"
"1998475","17242","17242","17242","0","0","0","","",""
"1999274","17260","17260","17260","","","","0","0","0"
"1999475","17252","17252","17252","0","0","0","","",""
"2000274","17271","17271","17271","","","","0","0","0"
"2000475","17261","17261","17261","0","0","0","","",""
"2000708","17262","17262","17262","2","2","2","","",""
"2001274","17281","17281","17281","","","","0","0","0"
"2001708","17272","17272","17272","0","0","0","","",""
"2002274","17291","17291","17291","","","","0","0","0"
"2002708","17282","17282","17282","0","0","0","","",""
"2003274","17301","17301","17301","","","","0","0","0"
"2003708","17292","17292","17292","0","0","0","","",""
"2004274","17310","17310","17310","","","","0","0","0"
"2004708","17302","17302","17302","0","0","0","","",""
"2005274","17320","17320","17320","","","","0","0","0"
"2005369","17321","17321","17321","","","","0","0","0"
"2005450","17322","17322","17322","","","","0","0","0"
"2005708","17311","17311","17311","0","0","0","","",""
"2006450","17332","17332","17332","","","","0","0","0"
"2006708","17323","17323","17323","0","0","0","","",""
"2007450","17342","17342","17342","","","","0","0","0"
"2007708","17333","17333","17333","0","0","0","","",""
"2008450","17353","17353","17353","","","","0","0","0"
"2008708","17343","17343","17343","0","0","0","","",""
"2008919","17344","17344","17344","0","0","0","","",""
"2009450","17362","17362","17362","","","","0","0","0"
"2009569","17363","17363","17363","","","","0","0","0"
"2009919","17354","17354","17354","0","0","0","","",""
"2010569","17374","17374","17374","","","","0","0","0"
