"play/step","miner_200_easy - _step","miner_200_easy - _step__MIN","miner_200_easy - _step__MAX","miner_200_easy - play/episodic_reward","miner_200_easy - play/episodic_reward__MIN","miner_200_easy - play/episodic_reward__MAX","miner_200_easy - test/episodic_reward","miner_200_easy - test/episodic_reward__MIN","miner_200_easy - test/episodic_reward__MAX"
"889974","7836","7836","7836","","","","0","0","0"
"890357","7827","7827","7827","0","0","0","","",""
"890741","7837","7837","7837","","","","1","1","1"
"891111","7842","7842","7842","","","","1","1","1"
"891357","7838","7838","7838","0","0","0","","",""
"892111","7846","7846","7846","","","","0","0","0"
"892357","7843","7843","7843","0","0","0","","",""
"892543","7847","7847","7847","","","","1","1","1"
"892894","7848","7848","7848","","","","0","0","0"
"893357","7849","7849","7849","0","0","0","","",""
"893894","7858","7858","7858","","","","0","0","0"
"894357","7859","7859","7859","0","0","0","","",""
"894489","7860","7860","7860","1","1","1","","",""
"894894","7869","7869","7869","","","","0","0","0"
"895126","7879","7879","7879","","","","0","0","0"
"895207","7880","7880","7880","","","","0","0","0"
"895299","7881","7881","7881","","","","0","0","0"
"895489","7870","7870","7870","0","0","0","","",""
"896299","7892","7892","7892","","","","0","0","0"
"896489","7882","7882","7882","0","0","0","","",""
"896585","7883","7883","7883","2","2","2","","",""
"897027","7899","7899","7899","","","","0","0","0"
"897585","7893","7893","7893","2","2","2","","",""
"898027","7900","7900","7900","","","","0","0","0"
"898585","7901","7901","7901","0","0","0","","",""
"899027","7907","7907","7907","","","","0","0","0"
"899585","7908","7908","7908","0","0","0","","",""
"900027","7914","7914","7914","","","","0","0","0"
"900339","7921","7921","7921","","","","0","0","0"
"900453","7922","7922","7922","","","","0","0","0"
"900585","7915","7915","7915","0","0","0","","",""
"901453","7932","7932","7932","","","","0","0","0"
"901585","7923","7923","7923","2","2","2","","",""
"901907","7933","7933","7933","","","","1","1","1"
"902585","7934","7934","7934","0","0","0","","",""
"902907","7938","7938","7938","","","","0","0","0"
"903585","7939","7939","7939","0","0","0","","",""
"903907","7945","7945","7945","","","","0","0","0"
"904585","7946","7946","7946","0","0","0","","",""
"904907","7952","7952","7952","","","","0","0","0"
"905585","7953","7953","7953","0","0","0","","",""
"905907","7959","7959","7959","","","","0","0","0"
"906585","7960","7960","7960","0","0","0","","",""
"906907","7969","7969","7969","","","","1","1","1"
"907014","7970","7970","7970","","","","1","1","1"
"907585","7971","7971","7971","0","0","0","","",""
"907776","7980","7980","7980","","","","0","0","0"
"908457","7989","7989","7989","","","","0","0","0"
"908585","7981","7981","7981","0","0","0","","",""
"908627","7982","7982","7982","1","1","1","","",""
"908661","7983","7983","7983","0","0","0","","",""
"909457","7994","7994","7994","","","","0","0","0"
"909661","7990","7990","7990","0","0","0","","",""
"910027","7995","7995","7995","","","","3","3","3"
"910661","7996","7996","7996","0","0","0","","",""
"911027","8006","8006","8006","","","","0","0","0"
"911071","7997","7997","7997","2","2","2","","",""
"912027","8010","8010","8010","","","","0","0","0"
"912071","8007","8007","8007","1","1","1","","",""
"912176","8011","8011","8011","","","","1","1","1"
"913071","8012","8012","8012","1","1","1","","",""
"913176","8021","8021","8021","","","","0","0","0"
"914071","8022","8022","8022","0","0","0","","",""
"914176","8031","8031","8031","","","","0","0","0"
"915071","8032","8032","8032","0","0","0","","",""
"915176","8041","8041","8041","","","","0","0","0"
"916071","8042","8042","8042","0","0","0","","",""
"916176","8045","8045","8045","","","","0","0","0"
"917071","8046","8046","8046","0","0","0","","",""
"917176","8050","8050","8050","","","","1","1","1"
"918071","8051","8051","8051","0","0","0","","",""
"918176","8058","8058","8058","","","","0","0","0"
"918500","8052","8052","8052","1","1","1","","",""
"919176","8068","8068","8068","","","","2","2","2"
"919500","8059","8059","8059","1","1","1","","",""
"920176","8075","8075","8075","","","","1","1","1"
"920458","8076","8076","8076","","","","0","0","0"
"920500","8069","8069","8069","0","0","0","","",""
"921458","8083","8083","8083","","","","2","2","2"
"921500","8077","8077","8077","0","0","0","","",""
"921654","8084","8084","8084","0","0","0","","",""
"921890","8085","8085","8085","0","0","0","","",""
"922458","8094","8094","8094","","","","0","0","0"
"922579","8095","8095","8095","","","","1","1","1"
"922890","8096","8096","8096","0","0","0","","",""
"922933","8097","8097","8097","0","0","0","","",""
"923157","8098","8098","8098","0","0","0","","",""
"923579","8107","8107","8107","","","","0","0","0"
"924157","8108","8108","8108","0","0","0","","",""
"924579","8114","8114","8114","","","","0","0","0"
"924977","8121","8121","8121","","","","1","1","1"
"925157","8115","8115","8115","0","0","0","","",""
"925977","8126","8126","8126","","","","0","0","0"
"926157","8122","8122","8122","0","0","0","","",""
"926191","8127","8127","8127","","","","0","0","0"
"927157","8128","8128","8128","0","0","0","","",""
"927191","8137","8137","8137","","","","0","0","0"
"928157","8138","8138","8138","0","0","0","","",""
"928191","8146","8146","8146","","","","0","0","0"
"928341","8139","8139","8139","13","13","13","","",""
"928418","8140","8140","8140","0","0","0","","",""
"929191","8150","8150","8150","","","","0","0","0"
"929224","8147","8147","8147","0","0","0","","",""
"930191","8160","8160","8160","","","","0","0","0"
"930224","8151","8151","8151","1","1","1","","",""
"931191","8170","8170","8170","","","","0","0","0"
"931224","8161","8161","8161","0","0","0","","",""
"931232","8171","8171","8171","","","","2","2","2"
"932224","8172","8172","8172","0","0","0","","",""
"932232","8182","8182","8182","","","","0","0","0"
"932513","8173","8173","8173","13","13","13","","",""
"932544","8183","8183","8183","","","","0","0","0"
"933513","8184","8184","8184","0","0","0","","",""
"933544","8192","8192","8192","","","","0","0","0"
"933613","8185","8185","8185","0","0","0","","",""
"933643","8186","8186","8186","0","0","0","","",""
"934544","8200","8200","8200","","","","1","1","1"
"934595","8201","8201","8201","","","","0","0","0"
"934643","8193","8193","8193","0","0","0","","",""
"934726","8194","8194","8194","0","0","0","","",""
"935595","8208","8208","8208","","","","0","0","0"
"935726","8202","8202","8202","1","1","1","","",""
"936595","8213","8213","8213","","","","0","0","0"
"936649","8214","8214","8214","","","","0","0","0"
"936726","8209","8209","8209","0","0","0","","",""
"937649","8224","8224","8224","","","","0","0","0"
"937726","8215","8215","8215","0","0","0","","",""
"938649","8231","8231","8231","","","","0","0","0"
"938726","8225","8225","8225","0","0","0","","",""
"939649","8238","8238","8238","","","","0","0","0"
"939726","8232","8232","8232","1","1","1","","",""
"940566","8243","8243","8243","","","","0","0","0"
"940726","8239","8239","8239","0","0","0","","",""
"941566","8250","8250","8250","","","","0","0","0"
"941608","8251","8251","8251","","","","0","0","0"
"941726","8244","8244","8244","0","0","0","","",""
"942608","8257","8257","8257","","","","0","0","0"
"942726","8252","8252","8252","0","0","0","","",""
"943045","8253","8253","8253","1","1","1","","",""
"943427","8258","8258","8258","1","1","1","","",""
"943608","8264","8264","8264","","","","0","0","0"
"943994","8265","8265","8265","","","","0","0","0"
"944427","8266","8266","8266","0","0","0","","",""
"944994","8275","8275","8275","","","","0","0","0"
"945427","8276","8276","8276","0","0","0","","",""
"945994","8282","8282","8282","","","","0","0","0"
"946334","8287","8287","8287","","","","0","0","0"
"946427","8283","8283","8283","0","0","0","","",""
"946492","8288","8288","8288","","","","0","0","0"
"946580","8284","8284","8284","0","0","0","","",""
"947492","8294","8294","8294","","","","0","0","0"
"947580","8289","8289","8289","0","0","0","","",""
"947732","8290","8290","8290","1","1","1","","",""
"948492","8304","8304","8304","","","","0","0","0"
"948679","8305","8305","8305","","","","3","3","3"
"948732","8295","8295","8295","0","0","0","","",""
"949679","8315","8315","8315","","","","0","0","0"
"949732","8306","8306","8306","0","0","0","","",""
"950204","8316","8316","8316","","","","0","0","0"
"950511","8317","8317","8317","0","0","0","","",""
"950817","8318","8318","8318","0","0","0","","",""
"951204","8324","8324","8324","","","","1","1","1"
"951400","8332","8332","8332","","","","0","0","0"
"951817","8325","8325","8325","0","0","0","","",""
"952084","8326","8326","8326","0","0","0","","",""
"952400","8339","8339","8339","","","","0","0","0"
"953084","8333","8333","8333","0","0","0","","",""
"953400","8346","8346","8346","","","","0","0","0"
"954084","8340","8340","8340","0","0","0","","",""
"954192","8341","8341","8341","1","1","1","","",""
"954233","8342","8342","8342","0","0","0","","",""
"954400","8353","8353","8353","","","","0","0","0"
"955233","8347","8347","8347","1","1","1","","",""
"955400","8360","8360","8360","","","","0","0","0"
"956233","8354","8354","8354","2","2","2","","",""
"956400","8361","8361","8361","","","","1","1","1"
"956585","8368","8368","8368","","","","0","0","0"
"957233","8362","8362","8362","0","0","0","","",""
"957585","8376","8376","8376","","","","0","0","0"
"958233","8369","8369","8369","0","0","0","","",""
"958510","8380","8380","8380","","","","0","0","0"
"959233","8377","8377","8377","0","0","0","","",""
"959510","8388","8388","8388","","","","0","0","0"
"960233","8381","8381","8381","0","0","0","","",""
"960330","8382","8382","8382","0","0","0","","",""
"960510","8389","8389","8389","","","","1","1","1"
"961330","8390","8390","8390","2","2","2","","",""
"961510","8399","8399","8399","","","","0","0","0"
"962330","8400","8400","8400","0","0","0","","",""
"962510","8404","8404","8404","","","","0","0","0"
"963330","8405","8405","8405","0","0","0","","",""
"963510","8414","8414","8414","","","","1","1","1"
"964330","8415","8415","8415","0","0","0","","",""
"964510","8418","8418","8418","","","","2","2","2"
"965330","8419","8419","8419","0","0","0","","",""
"965510","8428","8428","8428","","","","0","0","0"
"965520","8429","8429","8429","","","","0","0","0"
"966330","8430","8430","8430","0","0","0","","",""
"966520","8434","8434","8434","","","","0","0","0"
"967330","8435","8435","8435","0","0","0","","",""
"967520","8443","8443","8443","","","","0","0","0"
"968330","8444","8444","8444","1","1","1","","",""
"968520","8451","8451","8451","","","","0","0","0"
"968664","8452","8452","8452","","","","0","0","0"
"968856","8453","8453","8453","1","1","1","","",""
"969664","8459","8459","8459","","","","0","0","0"
"969856","8460","8460","8460","0","0","0","","",""
"969870","8466","8466","8466","","","","0","0","0"
"970856","8467","8467","8467","0","0","0","","",""
"970870","8477","8477","8477","","","","0","0","0"
"970975","8478","8478","8478","","","","0","0","0"
"971728","8468","8468","8468","1","1","1","","",""
"971975","8485","8485","8485","","","","0","0","0"
"972728","8479","8479","8479","0","0","0","","",""
"972975","8490","8490","8490","","","","0","0","0"
"973728","8486","8486","8486","0","0","0","","",""
"973975","8498","8498","8498","","","","0","0","0"
"974728","8491","8491","8491","0","0","0","","",""
"974807","8492","8492","8492","0","0","0","","",""
"974975","8506","8506","8506","","","","0","0","0"
"975460","8499","8499","8499","2","2","2","","",""
"975794","8500","8500","8500","1","1","1","","",""
"975975","8516","8516","8516","","","","0","0","0"
"976794","8507","8507","8507","0","0","0","","",""
"976975","8520","8520","8520","","","","0","0","0"
"977794","8517","8517","8517","0","0","0","","",""
"977975","8529","8529","8529","","","","0","0","0"
"978794","8521","8521","8521","0","0","0","","",""
"978912","8522","8522","8522","0","0","0","","",""
"978951","8530","8530","8530","0","0","0","","",""
"978975","8537","8537","8537","","","","0","0","0"
"979128","8531","8531","8531","0","0","0","","",""
"979410","8538","8538","8538","","","","2","2","2"
"980128","8539","8539","8539","0","0","0","","",""
"980410","8542","8542","8542","","","","0","0","0"
"981128","8543","8543","8543","0","0","0","","",""
"981277","8544","8544","8544","0","0","0","","",""
"981410","8551","8551","8551","","","","0","0","0"
"982277","8552","8552","8552","0","0","0","","",""
"982410","8558","8558","8558","","","","0","0","0"
"983277","8559","8559","8559","0","0","0","","",""
"983364","8560","8560","8560","1","1","1","","",""
"983410","8566","8566","8566","","","","0","0","0"
"984364","8567","8567","8567","0","0","0","","",""
"984410","8571","8571","8571","","","","0","0","0"
"985159","8580","8580","8580","","","","0","0","0"
"985364","8572","8572","8572","0","0","0","","",""
"986159","8589","8589","8589","","","","0","0","0"
"986364","8581","8581","8581","0","0","0","","",""
"986663","8582","8582","8582","0","0","0","","",""
"987159","8593","8593","8593","","","","0","0","0"
"987663","8590","8590","8590","0","0","0","","",""
"988159","8594","8594","8594","","","","1","1","1"
"988182","8595","8595","8595","0","0","0","","",""
"988914","8596","8596","8596","3","3","3","","",""
"989159","8602","8602","8602","","","","2","2","2"
"989914","8603","8603","8603","1","1","1","","",""
"990031","8607","8607","8607","","","","1","1","1"
"990035","8608","8608","8608","","","","0","0","0"
"990914","8609","8609","8609","0","0","0","","",""
"991035","8613","8613","8613","","","","0","0","0"
"991042","8614","8614","8614","","","","0","0","0"
"991914","8615","8615","8615","0","0","0","","",""
"992042","8618","8618","8618","","","","1","1","1"
"992874","8619","8619","8619","1","1","1","","",""
"993042","8625","8625","8625","","","","1","1","1"
"993223","8626","8626","8626","","","","1","1","1"
"993874","8627","8627","8627","1","1","1","","",""
"994223","8636","8636","8636","","","","0","0","0"
"994309","8643","8643","8643","","","","0","0","0"
"994874","8637","8637","8637","0","0","0","","",""
"995309","8644","8644","8644","","","","2","2","2"
"995874","8645","8645","8645","0","0","0","","",""
"996124","8646","8646","8646","2","2","2","","",""
"996309","8655","8655","8655","","","","0","0","0"
"996584","8662","8662","8662","","","","0","0","0"
"997124","8656","8656","8656","0","0","0","","",""
"997584","8672","8672","8672","","","","0","0","0"
"998124","8663","8663","8663","0","0","0","","",""
"998584","8683","8683","8683","","","","0","0","0"
"998687","8673","8673","8673","0","0","0","","",""
"999049","8674","8674","8674","0","0","0","","",""
"999584","8694","8694","8694","","","","0","0","0"
"1000049","8684","8684","8684","0","0","0","","",""
"1000173","8685","8685","8685","0","0","0","","",""
"1000584","8701","8701","8701","","","","0","0","0"
"1001173","8695","8695","8695","0","0","0","","",""
"1001584","8707","8707","8707","","","","0","0","0"
"1001650","8708","8708","8708","","","","0","0","0"
"1001848","8709","8709","8709","","","","1","1","1"
"1002173","8702","8702","8702","0","0","0","","",""
"1002422","8703","8703","8703","3","3","3","","",""
"1002848","8718","8718","8718","","","","0","0","0"
"1003422","8710","8710","8710","0","0","0","","",""
"1003848","8726","8726","8726","","","","1","1","1"
"1004071","8727","8727","8727","","","","2","2","2"
"1004422","8719","8719","8719","0","0","0","","",""
"1004984","8734","8734","8734","","","","2","2","2"
"1005422","8728","8728","8728","1","1","1","","",""
"1005984","8741","8741","8741","","","","0","0","0"
"1006422","8735","8735","8735","0","0","0","","",""
"1006984","8749","8749","8749","","","","0","0","0"
"1007252","8750","8750","8750","","","","1","1","1"
"1007422","8742","8742","8742","0","0","0","","",""
"1007424","8743","8743","8743","0","0","0","","",""
"1007854","8751","8751","8751","0","0","0","","",""
"1007933","8760","8760","8760","","","","0","0","0"
"1008854","8761","8761","8761","0","0","0","","",""
"1008933","8770","8770","8770","","","","0","0","0"
"1009854","8771","8771","8771","0","0","0","","",""
"1009886","8772","8772","8772","0","0","0","","",""
"1009933","8781","8781","8781","","","","0","0","0"
"1010074","8782","8782","8782","","","","1","1","1"
"1010886","8783","8783","8783","0","0","0","","",""
"1011074","8786","8786","8786","","","","0","0","0"
"1011886","8787","8787","8787","1","1","1","","",""
"1011911","8788","8788","8788","1","1","1","","",""
"1012074","8797","8797","8797","","","","0","0","0"
"1012911","8798","8798","8798","0","0","0","","",""
"1013074","8804","8804","8804","","","","0","0","0"
"1013159","8805","8805","8805","","","","0","0","0"
"1013911","8806","8806","8806","0","0","0","","",""
"1014159","8815","8815","8815","","","","0","0","0"
"1014506","8816","8816","8816","","","","2","2","2"
"1014911","8817","8817","8817","0","0","0","","",""
"1015149","8818","8818","8818","0","0","0","","",""
"1015506","8827","8827","8827","","","","0","0","0"
"1016149","8828","8828","8828","0","0","0","","",""
"1016506","8837","8837","8837","","","","0","0","0"
"1017149","8838","8838","8838","0","0","0","","",""
"1017506","8846","8846","8846","","","","0","0","0"
"1018149","8847","8847","8847","0","0","0","","",""
"1018506","8851","8851","8851","","","","1","1","1"
"1019149","8852","8852","8852","0","0","0","","",""
"1019506","8858","8858","8858","","","","0","0","0"
"1020149","8859","8859","8859","0","0","0","","",""
"1020506","8868","8868","8868","","","","0","0","0"
"1021149","8869","8869","8869","0","0","0","","",""
"1021506","8875","8875","8875","","","","0","0","0"
"1022149","8876","8876","8876","0","0","0","","",""
"1022506","8880","8880","8880","","","","0","0","0"
"1023149","8881","8881","8881","0","0","0","","",""
"1023506","8884","8884","8884","","","","0","0","0"
"1024057","8885","8885","8885","10","10","10","","",""
"1024506","8894","8894","8894","","","","0","0","0"
"1025057","8895","8895","8895","0","0","0","","",""
"1025506","8899","8899","8899","","","","0","0","0"
"1026057","8900","8900","8900","0","0","0","","",""
"1026113","8904","8904","8904","","","","0","0","0"
"1027057","8901","8901","8901","2","2","2","","",""
"1027113","8914","8914","8914","","","","0","0","0"
"1028057","8905","8905","8905","1","1","1","","",""
"1028113","8919","8919","8919","","","","0","0","0"
"1028661","8915","8915","8915","0","0","0","","",""
"1029057","8920","8920","8920","","","","1","1","1"
"1029661","8921","8921","8921","0","0","0","","",""
"1029673","8922","8922","8922","0","0","0","","",""
"1030057","8928","8928","8928","","","","0","0","0"
"1030673","8929","8929","8929","2","2","2","","",""
"1031057","8933","8933","8933","","","","0","0","0"
"1031673","8934","8934","8934","0","0","0","","",""
"1032057","8937","8937","8937","","","","0","0","0"
"1032673","8938","8938","8938","0","0","0","","",""
"1032797","8939","8939","8939","0","0","0","","",""
"1033057","8945","8945","8945","","","","0","0","0"
"1033797","8946","8946","8946","0","0","0","","",""
"1034057","8953","8953","8953","","","","0","0","0"
"1034797","8954","8954","8954","0","0","0","","",""
"1035057","8957","8957","8957","","","","0","0","0"
"1035797","8958","8958","8958","0","0","0","","",""
"1035884","8959","8959","8959","0","0","0","","",""
"1036057","8968","8968","8968","","","","0","0","0"
"1036884","8969","8969","8969","0","0","0","","",""
"1037057","8978","8978","8978","","","","0","0","0"
"1037164","8979","8979","8979","","","","2","2","2"
"1037884","8980","8980","8980","0","0","0","","",""
"1037927","8981","8981","8981","0","0","0","","",""
"1038164","8987","8987","8987","","","","1","1","1"
"1038927","8988","8988","8988","1","1","1","","",""
"1039164","8997","8997","8997","","","","0","0","0"
"1039927","8998","8998","8998","0","0","0","","",""
"1040023","8999","8999","8999","1","1","1","","",""
"1040078","9000","9000","9000","1","1","1","","",""
"1040152","9001","9001","9001","1","1","1","","",""
"1040164","9007","9007","9007","","","","0","0","0"
"1040483","9014","9014","9014","","","","1","1","1"
"1040647","9015","9015","9015","","","","0","0","0"
"1040653","9016","9016","9016","","","","1","1","1"
"1041152","9008","9008","9008","0","0","0","","",""
"1041653","9023","9023","9023","","","","0","0","0"
"1042152","9017","9017","9017","0","0","0","","",""
"1042460","9024","9024","9024","10","10","10","","",""
"1042653","9033","9033","9033","","","","0","0","0"
"1043460","9034","9034","9034","0","0","0","","",""
"1043653","9044","9044","9044","","","","0","0","0"
"1044460","9035","9035","9035","0","0","0","","",""
"1044653","9054","9054","9054","","","","0","0","0"
"1045460","9045","9045","9045","0","0","0","","",""
"1045653","9058","9058","9058","","","","0","0","0"
"1046460","9055","9055","9055","1","1","1","","",""
"1046653","9067","9067","9067","","","","0","0","0"
"1047141","9068","9068","9068","","","","1","1","1"
"1047460","9059","9059","9059","1","1","1","","",""
"1047537","9060","9060","9060","0","0","0","","",""
"1048141","9072","9072","9072","","","","0","0","0"
"1048424","9073","9073","9073","","","","1","1","1"
"1048537","9069","9069","9069","2","2","2","","",""
"1049424","9080","9080","9080","","","","0","0","0"
"1049537","9074","9074","9074","0","0","0","","",""
"1049863","9081","9081","9081","1","1","1","","",""
"1050424","9090","9090","9090","","","","0","0","0"
"1050754","9098","9098","9098","","","","0","0","0"
"1050778","9099","9099","9099","","","","0","0","0"
"1050863","9091","9091","9091","0","0","0","","",""
"1051501","9092","9092","9092","2","2","2","","",""
"1051778","9109","9109","9109","","","","0","0","0"
"1052501","9100","9100","9100","0","0","0","","",""
"1052778","9117","9117","9117","","","","0","0","0"
"1053428","9110","9110","9110","0","0","0","","",""
"1053526","9111","9111","9111","2","2","2","","",""
"1053778","9126","9126","9126","","","","0","0","0"
"1054526","9118","9118","9118","0","0","0","","",""
"1054621","9119","9119","9119","0","0","0","","",""
"1054778","9130","9130","9130","","","","0","0","0"
"1055517","9127","9127","9127","0","0","0","","",""
"1055660","9131","9131","9131","","","","2","2","2"
"1056517","9132","9132","9132","0","0","0","","",""
"1056660","9141","9141","9141","","","","1","1","1"
"1057517","9142","9142","9142","0","0","0","","",""
"1057660","9148","9148","9148","","","","0","0","0"
"1058517","9149","9149","9149","0","0","0","","",""
"1058660","9158","9158","9158","","","","0","0","0"
"1058715","9159","9159","9159","","","","0","0","0"
"1059517","9160","9160","9160","0","0","0","","",""
"1059715","9164","9164","9164","","","","0","0","0"
"1059827","9165","9165","9165","","","","1","1","1"
"1060517","9166","9166","9166","0","0","0","","",""
"1060827","9174","9174","9174","","","","2","2","2"
"1061050","9179","9179","9179","","","","1","1","1"
"1061174","9180","9180","9180","","","","1","1","1"
"1061517","9175","9175","9175","0","0","0","","",""
"1061947","9188","9188","9188","","","","0","0","0"
"1062115","9181","9181","9181","0","0","0","","",""
"1062173","9189","9189","9189","","","","2","2","2"
"1062418","9182","9182","9182","2","2","2","","",""
"1063173","9199","9199","9199","","","","0","0","0"
"1063418","9190","9190","9190","0","0","0","","",""
"1064173","9209","9209","9209","","","","0","0","0"
"1064418","9200","9200","9200","0","0","0","","",""
"1065173","9216","9216","9216","","","","0","0","0"
"1065251","9217","9217","9217","","","","0","0","0"
"1065418","9210","9210","9210","0","0","0","","",""
"1066251","9224","9224","9224","","","","0","0","0"
"1066418","9218","9218","9218","0","0","0","","",""
"1067251","9229","9229","9229","","","","0","0","0"
"1067418","9225","9225","9225","0","0","0","","",""
"1068251","9236","9236","9236","","","","0","0","0"
"1068418","9230","9230","9230","0","0","0","","",""
"1069251","9243","9243","9243","","","","0","0","0"
"1069418","9237","9237","9237","0","0","0","","",""
"1070251","9253","9253","9253","","","","0","0","0"
"1070418","9244","9244","9244","0","0","0","","",""
"1070447","9254","9254","9254","","","","2","2","2"
"1071418","9255","9255","9255","0","0","0","","",""
"1071447","9265","9265","9265","","","","0","0","0"
"1071751","9256","9256","9256","1","1","1","","",""
"1072447","9276","9276","9276","","","","0","0","0"
"1072751","9266","9266","9266","0","0","0","","",""
"1072773","9267","9267","9267","0","0","0","","",""
"1073447","9285","9285","9285","","","","0","0","0"
"1073773","9277","9277","9277","0","0","0","","",""
"1074447","9295","9295","9295","","","","0","0","0"
"1074485","9296","9296","9296","","","","0","0","0"
"1074773","9286","9286","9286","0","0","0","","",""
"1075485","9303","9303","9303","","","","0","0","0"
"1075773","9297","9297","9297","0","0","0","","",""
"1076485","9313","9313","9313","","","","0","0","0"
"1076773","9304","9304","9304","0","0","0","","",""
"1077485","9320","9320","9320","","","","0","0","0"
"1077773","9314","9314","9314","0","0","0","","",""
"1078084","9321","9321","9321","","","","2","2","2"
"1078773","9322","9322","9322","0","0","0","","",""
"1078984","9323","9323","9323","1","1","1","","",""
"1079084","9332","9332","9332","","","","0","0","0"
"1079984","9333","9333","9333","0","0","0","","",""
"1080084","9342","9342","9342","","","","0","0","0"
"1080984","9343","9343","9343","0","0","0","","",""
"1081084","9352","9352","9352","","","","0","0","0"
"1081405","9359","9359","9359","","","","0","0","0"
"1081984","9353","9353","9353","0","0","0","","",""
"1082405","9369","9369","9369","","","","0","0","0"
"1082410","9370","9370","9370","","","","0","0","0"
"1082984","9360","9360","9360","0","0","0","","",""
"1083410","9381","9381","9381","","","","0","0","0"
"1083547","9382","9382","9382","","","","2","2","2"
"1083984","9371","9371","9371","0","0","0","","",""
"1084029","9372","9372","9372","0","0","0","","",""
"1084547","9391","9391","9391","","","","0","0","0"
"1085029","9383","9383","9383","0","0","0","","",""
"1085547","9396","9396","9396","","","","0","0","0"
"1086029","9392","9392","9392","0","0","0","","",""
"1086547","9401","9401","9401","","","","0","0","0"
"1087029","9397","9397","9397","0","0","0","","",""
"1087547","9406","9406","9406","","","","0","0","0"
"1088029","9402","9402","9402","0","0","0","","",""
"1088105","9403","9403","9403","1","1","1","","",""
"1088547","9413","9413","9413","","","","0","0","0"
"1088789","9414","9414","9414","","","","2","2","2"
"1089105","9407","9407","9407","0","0","0","","",""
"1089789","9424","9424","9424","","","","0","0","0"
"1090105","9415","9415","9415","0","0","0","","",""
"1090789","9434","9434","9434","","","","0","0","0"
"1091105","9425","9425","9425","0","0","0","","",""
"1091789","9444","9444","9444","","","","0","0","0"
"1092105","9435","9435","9435","0","0","0","","",""
"1092789","9451","9451","9451","","","","0","0","0"
"1093105","9445","9445","9445","0","0","0","","",""
"1093789","9456","9456","9456","","","","0","0","0"
"1093801","9457","9457","9457","","","","0","0","0"
"1094105","9452","9452","9452","0","0","0","","",""
"1094801","9462","9462","9462","","","","0","0","0"
"1095105","9458","9458","9458","1","1","1","","",""
"1095236","9459","9459","9459","1","1","1","","",""
"1095801","9467","9467","9467","","","","0","0","0"
"1095973","9468","9468","9468","","","","1","1","1"
"1096101","9469","9469","9469","","","","0","0","0"
"1096236","9463","9463","9463","0","0","0","","",""
"1097101","9473","9473","9473","","","","0","0","0"
"1097236","9470","9470","9470","0","0","0","","",""
"1098101","9483","9483","9483","","","","0","0","0"
"1098236","9474","9474","9474","0","0","0","","",""
"1099101","9488","9488","9488","","","","0","0","0"
"1099236","9484","9484","9484","0","0","0","","",""
"1099247","9489","9489","9489","","","","2","2","2"
"1100236","9490","9490","9490","0","0","0","","",""
"1100247","9493","9493","9493","","","","1","1","1"
"1100396","9494","9494","9494","","","","0","0","0"
"1101236","9495","9495","9495","0","0","0","","",""
"1101396","9499","9499","9499","","","","0","0","0"
"1102236","9500","9500","9500","0","0","0","","",""
"1102396","9504","9504","9504","","","","0","0","0"
"1102410","9505","9505","9505","","","","0","0","0"
"1103236","9506","9506","9506","0","0","0","","",""
"1103410","9510","9510","9510","","","","1","1","1"
"1103427","9507","9507","9507","1","1","1","","",""
"1103453","9511","9511","9511","","","","0","0","0"
"1104427","9512","9512","9512","0","0","0","","",""
"1104453","9517","9517","9517","","","","0","0","0"
"1104621","9518","9518","9518","","","","0","0","0"
"1104657","9513","9513","9513","0","0","0","","",""
"1104734","9519","9519","9519","","","","0","0","0"
"1105657","9520","9520","9520","0","0","0","","",""
"1105734","9523","9523","9523","","","","0","0","0"
"1105773","9524","9524","9524","","","","1","1","1"
"1106657","9525","9525","9525","0","0","0","","",""
"1106773","9534","9534","9534","","","","0","0","0"
"1107657","9535","9535","9535","0","0","0","","",""
"1107773","9541","9541","9541","","","","0","0","0"
"1108499","9542","9542","9542","0","0","0","","",""
"1108773","9551","9551","9551","","","","0","0","0"
"1109499","9552","9552","9552","0","0","0","","",""
"1109773","9556","9556","9556","","","","0","0","0"
"1110499","9557","9557","9557","0","0","0","","",""
"1110773","9560","9560","9560","","","","0","0","0"
"1111499","9561","9561","9561","0","0","0","","",""
"1111773","9565","9565","9565","","","","2","2","2"
"1111858","9566","9566","9566","","","","1","1","1"
"1112499","9567","9567","9567","0","0","0","","",""
"1112858","9571","9571","9571","","","","0","0","0"
"1113499","9572","9572","9572","0","0","0","","",""
"1113858","9575","9575","9575","","","","0","0","0"
"1114499","9576","9576","9576","0","0","0","","",""
"1114858","9580","9580","9580","","","","0","0","0"
"1114949","9581","9581","9581","","","","0","0","0"
"1115499","9582","9582","9582","0","0","0","","",""
"1115949","9588","9588","9588","","","","1","1","1"
"1116499","9589","9589","9589","0","0","0","","",""
"1116949","9593","9593","9593","","","","0","0","0"
"1116994","9594","9594","9594","","","","0","0","0"
"1117121","9595","9595","9595","","","","1","1","1"
"1117499","9596","9596","9596","0","0","0","","",""
"1117667","9597","9597","9597","1","1","1","","",""
"1117911","9598","9598","9598","0","0","0","","",""
"1118121","9606","9606","9606","","","","0","0","0"
"1118911","9607","9607","9607","1","1","1","","",""
"1119121","9616","9616","9616","","","","0","0","0"
"1119911","9617","9617","9617","0","0","0","","",""
"1120121","9626","9626","9626","","","","0","0","0"
