"play/step","climber_200_easy - _step","climber_200_easy - _step__MIN","climber_200_easy - _step__MAX","climber_200_easy - play/episodic_reward","climber_200_easy - play/episodic_reward__MIN","climber_200_easy - play/episodic_reward__MAX","climber_200_easy - test/episodic_reward","climber_200_easy - test/episodic_reward__MIN","climber_200_easy - test/episodic_reward__MAX"
"700939","6369","6369","6369","","","","0","0","0"
"701059","6370","6370","6370","","","","11","11","11"
"701355","6371","6371","6371","","","","11","11","11"
"701739","6372","6372","6372","0","0","0","","",""
"701969","6373","6373","6373","0","0","0","","",""
"702108","6374","6374","6374","11","11","11","","",""
"702120","6375","6375","6375","0","0","0","","",""
"702355","6381","6381","6381","","","","0","0","0"
"703120","6382","6382","6382","0","0","0","","",""
"703206","6383","6383","6383","0","0","0","","",""
"703302","6384","6384","6384","11","11","11","","",""
"703329","6385","6385","6385","0","0","0","","",""
"703355","6395","6395","6395","","","","0","0","0"
"703417","6386","6386","6386","0","0","0","","",""
"704355","6402","6402","6402","","","","0","0","0"
"704417","6396","6396","6396","0","0","0","","",""
"705355","6407","6407","6407","","","","0","0","0"
"705417","6403","6403","6403","0","0","0","","",""
"706004","6413","6413","6413","","","","12","12","12"
"706098","6414","6414","6414","","","","0","0","0"
"706417","6408","6408","6408","0","0","0","","",""
"706436","6409","6409","6409","0","0","0","","",""
"707098","6418","6418","6418","","","","0","0","0"
"707436","6415","6415","6415","0","0","0","","",""
"708098","6423","6423","6423","","","","0","0","0"
"708436","6419","6419","6419","1","1","1","","",""
"709098","6430","6430","6430","","","","0","0","0"
"709436","6424","6424","6424","0","0","0","","",""
"710098","6440","6440","6440","","","","0","0","0"
"710436","6431","6431","6431","1","1","1","","",""
"710444","6441","6441","6441","","","","0","0","0"
"711436","6442","6442","6442","0","0","0","","",""
"711444","6451","6451","6451","","","","0","0","0"
"711796","6452","6452","6452","0","0","0","","",""
"712444","6458","6458","6458","","","","0","0","0"
"712796","6459","6459","6459","0","0","0","","",""
"713444","6465","6465","6465","","","","0","0","0"
"713519","6466","6466","6466","","","","0","0","0"
"713735","6467","6467","6467","0","0","0","","",""
"713869","6468","6468","6468","0","0","0","","",""
"714519","6474","6474","6474","","","","0","0","0"
"714869","6475","6475","6475","0","0","0","","",""
"715519","6484","6484","6484","","","","0","0","0"
"715869","6485","6485","6485","0","0","0","","",""
"716054","6491","6491","6491","","","","11","11","11"
"716615","6492","6492","6492","","","","0","0","0"
"716869","6493","6493","6493","0","0","0","","",""
"717615","6502","6502","6502","","","","1","1","1"
"717869","6503","6503","6503","0","0","0","","",""
"718615","6507","6507","6507","","","","0","0","0"
"718731","6508","6508","6508","","","","0","0","0"
"718869","6509","6509","6509","0","0","0","","",""
"719731","6518","6518","6518","","","","0","0","0"
"719869","6510","6510","6510","0","0","0","","",""
"719999","6523","6523","6523","","","","0","0","0"
"720869","6519","6519","6519","1","1","1","","",""
"720999","6533","6533","6533","","","","0","0","0"
"721063","6534","6534","6534","","","","0","0","0"
"721252","6524","6524","6524","0","0","0","","",""
"722063","6546","6546","6546","","","","0","0","0"
"722252","6535","6535","6535","0","0","0","","",""
"722798","6536","6536","6536","12","12","12","","",""
"722915","6537","6537","6537","0","0","0","","",""
"723063","6551","6551","6551","","","","0","0","0"
"723152","6547","6547","6547","0","0","0","","",""
"723379","6548","6548","6548","0","0","0","","",""
"724063","6563","6563","6563","","","","0","0","0"
"724379","6552","6552","6552","0","0","0","","",""
"724572","6553","6553","6553","11","11","11","","",""
"724670","6554","6554","6554","11","11","11","","",""
"725063","6570","6570","6570","","","","0","0","0"
"725077","6571","6571","6571","","","","0","0","0"
"725148","6572","6572","6572","","","","0","0","0"
"725226","6573","6573","6573","","","","0","0","0"
"725242","6574","6574","6574","","","","0","0","0"
"725378","6575","6575","6575","","","","0","0","0"
"725670","6564","6564","6564","0","0","0","","",""
"726378","6582","6582","6582","","","","0","0","0"
"726670","6576","6576","6576","0","0","0","","",""
"727378","6588","6588","6588","","","","0","0","0"
"727670","6583","6583","6583","0","0","0","","",""
"727738","6584","6584","6584","0","0","0","","",""
"728378","6598","6598","6598","","","","0","0","0"
"728738","6589","6589","6589","0","0","0","","",""
"729378","6605","6605","6605","","","","0","0","0"
"729738","6599","6599","6599","0","0","0","","",""
"730220","6611","6611","6611","","","","0","0","0"
"730444","6606","6606","6606","0","0","0","","",""
"730920","6607","6607","6607","0","0","0","","",""
"731220","6620","6620","6620","","","","0","0","0"
"731920","6612","6612","6612","0","0","0","","",""
"732220","6625","6625","6625","","","","0","0","0"
"732920","6621","6621","6621","0","0","0","","",""
"733220","6636","6636","6636","","","","0","0","0"
"733920","6626","6626","6626","0","0","0","","",""
"734169","6627","6627","6627","11","11","11","","",""
"734215","6637","6637","6637","11","11","11","","",""
"734220","6647","6647","6647","","","","0","0","0"
"734340","6638","6638","6638","0","0","0","","",""
"735220","6648","6648","6648","","","","0","0","0"
"735340","6649","6649","6649","0","0","0","","",""
"736220","6655","6655","6655","","","","0","0","0"
"736340","6656","6656","6656","0","0","0","","",""
"736633","6662","6662","6662","","","","11","11","11"
"736647","6663","6663","6663","","","","0","0","0"
"737340","6664","6664","6664","0","0","0","","",""
"737401","6665","6665","6665","1","1","1","","",""
"737647","6669","6669","6669","","","","0","0","0"
"737658","6670","6670","6670","","","","0","0","0"
"737995","6671","6671","6671","","","","11","11","11"
"738167","6672","6672","6672","","","","0","0","0"
"738401","6673","6673","6673","0","0","0","","",""
"738473","6676","6676","6676","","","","11","11","11"
"739401","6677","6677","6677","0","0","0","","",""
"739473","6681","6681","6681","","","","0","0","0"
"740037","6682","6682","6682","","","","0","0","0"
"740401","6683","6683","6683","0","0","0","","",""
"740506","6686","6686","6686","","","","11","11","11"
"741401","6687","6687","6687","0","0","0","","",""
"741506","6691","6691","6691","","","","0","0","0"
"742401","6692","6692","6692","0","0","0","","",""
"742506","6697","6697","6697","","","","0","0","0"
"743401","6693","6693","6693","0","0","0","","",""
"743506","6706","6706","6706","","","","0","0","0"
"744401","6698","6698","6698","0","0","0","","",""
"744506","6711","6711","6711","","","","0","0","0"
"745401","6707","6707","6707","0","0","0","","",""
"745506","6721","6721","6721","","","","0","0","0"
"745564","6722","6722","6722","","","","0","0","0"
"745638","6723","6723","6723","","","","0","0","0"
"746401","6712","6712","6712","0","0","0","","",""
"746638","6734","6734","6734","","","","0","0","0"
"746735","6724","6724","6724","11","11","11","","",""
"747112","6735","6735","6735","","","","0","0","0"
"747211","6725","6725","6725","12","12","12","","",""
"748112","6744","6744","6744","","","","0","0","0"
"748211","6736","6736","6736","0","0","0","","",""
"748449","6745","6745","6745","","","","1","1","1"
"749211","6746","6746","6746","0","0","0","","",""
"749449","6755","6755","6755","","","","0","0","0"
"749883","6767","6767","6767","","","","11","11","11"
"750211","6756","6756","6756","0","0","0","","",""
"750285","6757","6757","6757","11","11","11","","",""
"750588","6758","6758","6758","0","0","0","","",""
"750883","6772","6772","6772","","","","0","0","0"
"751588","6768","6768","6768","0","0","0","","",""
"751883","6781","6781","6781","","","","0","0","0"
"751918","6782","6782","6782","","","","0","0","0"
"751953","6783","6783","6783","","","","0","0","0"
"752588","6773","6773","6773","0","0","0","","",""
"752953","6793","6793","6793","","","","0","0","0"
"752974","6794","6794","6794","","","","0","0","0"
"753588","6784","6784","6784","1","1","1","","",""
"753974","6804","6804","6804","","","","0","0","0"
"754588","6795","6795","6795","1","1","1","","",""
"754974","6814","6814","6814","","","","0","0","0"
"755588","6805","6805","6805","0","0","0","","",""
"755974","6824","6824","6824","","","","0","0","0"
"756588","6815","6815","6815","0","0","0","","",""
"756974","6833","6833","6833","","","","0","0","0"
"757355","6825","6825","6825","1","1","1","","",""
"757974","6842","6842","6842","","","","0","0","0"
"758198","6843","6843","6843","","","","0","0","0"
"758264","6844","6844","6844","","","","0","0","0"
"758355","6834","6834","6834","0","0","0","","",""
"758632","6835","6835","6835","0","0","0","","",""
"759264","6853","6853","6853","","","","0","0","0"
"759632","6845","6845","6845","1","1","1","","",""
"760264","6861","6861","6861","","","","0","0","0"
"760342","6862","6862","6862","","","","11","11","11"
"760632","6854","6854","6854","0","0","0","","",""
"761342","6867","6867","6867","","","","0","0","0"
"761632","6863","6863","6863","1","1","1","","",""
"761761","6864","6864","6864","0","0","0","","",""
"761917","6868","6868","6868","0","0","0","","",""
"761976","6869","6869","6869","0","0","0","","",""
"762342","6875","6875","6875","","","","0","0","0"
"762976","6876","6876","6876","0","0","0","","",""
"763268","6877","6877","6877","11","11","11","","",""
"763342","6887","6887","6887","","","","0","0","0"
"763609","6878","6878","6878","1","1","1","","",""
"764097","6892","6892","6892","","","","11","11","11"
"764609","6888","6888","6888","0","0","0","","",""
"764812","6893","6893","6893","","","","11","11","11"
"765138","6903","6903","6903","","","","11","11","11"
"765609","6894","6894","6894","0","0","0","","",""
"766138","6907","6907","6907","","","","0","0","0"
"766300","6908","6908","6908","","","","11","11","11"
"766609","6904","6904","6904","0","0","0","","",""
"767300","6915","6915","6915","","","","0","0","0"
"767507","6916","6916","6916","","","","11","11","11"
"767609","6909","6909","6909","0","0","0","","",""
"768507","6924","6924","6924","","","","0","0","0"
"768609","6917","6917","6917","0","0","0","","",""
"768718","6925","6925","6925","","","","11","11","11"
"769609","6926","6926","6926","0","0","0","","",""
"769718","6929","6929","6929","","","","0","0","0"
"770609","6930","6930","6930","0","0","0","","",""
"770718","6940","6940","6940","","","","0","0","0"
"770720","6931","6931","6931","0","0","0","","",""
"770959","6941","6941","6941","","","","11","11","11"
"771720","6942","6942","6942","1","1","1","","",""
"771959","6946","6946","6946","","","","1","1","1"
"772095","6947","6947","6947","","","","0","0","0"
"772720","6948","6948","6948","0","0","0","","",""
"773095","6951","6951","6951","","","","1","1","1"
"773112","6952","6952","6952","","","","0","0","0"
"773720","6953","6953","6953","0","0","0","","",""
"773847","6954","6954","6954","0","0","0","","",""
"773980","6955","6955","6955","0","0","0","","",""
"774112","6959","6959","6959","","","","0","0","0"
"774418","6960","6960","6960","11","11","11","","",""
"774693","6961","6961","6961","0","0","0","","",""
"775112","6967","6967","6967","","","","0","0","0"
"775216","6978","6978","6978","","","","0","0","0"
"775693","6968","6968","6968","0","0","0","","",""
"775889","6969","6969","6969","0","0","0","","",""
"776216","6982","6982","6982","","","","0","0","0"
"776889","6979","6979","6979","0","0","0","","",""
"777216","6983","6983","6983","","","","0","0","0"
"777889","6984","6984","6984","0","0","0","","",""
"778216","6988","6988","6988","","","","0","0","0"
"778261","6999","6999","6999","","","","11","11","11"
"778376","6989","6989","6989","11","11","11","","",""
"778799","6990","6990","6990","2","2","2","","",""
"779261","7000","7000","7000","","","","1","1","1"
"779799","7001","7001","7001","0","0","0","","",""
"780261","7010","7010","7010","","","","0","0","0"
"780799","7011","7011","7011","0","0","0","","",""
"781261","7014","7014","7014","","","","0","0","0"
"781799","7015","7015","7015","1","1","1","","",""
"782261","7019","7019","7019","","","","0","0","0"
"782799","7020","7020","7020","0","0","0","","",""
"782877","7021","7021","7021","0","0","0","","",""
"783261","7027","7027","7027","","","","0","0","0"
"783877","7028","7028","7028","0","0","0","","",""
"784261","7037","7037","7037","","","","0","0","0"
"784293","7038","7038","7038","","","","0","0","0"
"784877","7039","7039","7039","1","1","1","","",""
"785293","7045","7045","7045","","","","2","2","2"
"785877","7046","7046","7046","0","0","0","","",""
"786293","7052","7052","7052","","","","1","1","1"
"786877","7053","7053","7053","0","0","0","","",""
"787293","7057","7057","7057","","","","0","0","0"
"787307","7058","7058","7058","","","","0","0","0"
"787317","7059","7059","7059","","","","0","0","0"
"787331","7060","7060","7060","","","","0","0","0"
"787462","7070","7070","7070","","","","0","0","0"
"787500","7071","7071","7071","","","","0","0","0"
"787877","7061","7061","7061","0","0","0","","",""
"788500","7081","7081","7081","","","","0","0","0"
"788809","7082","7082","7082","","","","11","11","11"
"788824","7083","7083","7083","","","","0","0","0"
"788877","7072","7072","7072","0","0","0","","",""
"789055","7084","7084","7084","","","","13","13","13"
"789064","7073","7073","7073","11","11","11","","",""
"789246","7085","7085","7085","","","","0","0","0"
"790064","7086","7086","7086","0","0","0","","",""
"790246","7093","7093","7093","","","","0","0","0"
"791064","7094","7094","7094","0","0","0","","",""
"791246","7097","7097","7097","","","","0","0","0"
"791766","7102","7102","7102","","","","0","0","0"
"792064","7098","7098","7098","0","0","0","","",""
"792766","7109","7109","7109","","","","0","0","0"
"792823","7110","7110","7110","","","","0","0","0"
"793064","7103","7103","7103","0","0","0","","",""
"793823","7115","7115","7115","","","","0","0","0"
"794064","7111","7111","7111","0","0","0","","",""
"794823","7122","7122","7122","","","","0","0","0"
"795064","7116","7116","7116","0","0","0","","",""
"795823","7133","7133","7133","","","","0","0","0"
"796064","7123","7123","7123","0","0","0","","",""
"796292","7124","7124","7124","12","12","12","","",""
"796823","7142","7142","7142","","","","0","0","0"
"796973","7143","7143","7143","","","","0","0","0"
"797292","7134","7134","7134","0","0","0","","",""
"797973","7152","7152","7152","","","","0","0","0"
"798071","7153","7153","7153","","","","11","11","11"
"798292","7144","7144","7144","0","0","0","","",""
"798390","7145","7145","7145","0","0","0","","",""
"799071","7162","7162","7162","","","","0","0","0"
"799390","7154","7154","7154","0","0","0","","",""
"800071","7172","7172","7172","","","","0","0","0"
"800390","7163","7163","7163","0","0","0","","",""
"801071","7183","7183","7183","","","","0","0","0"
"801390","7173","7173","7173","0","0","0","","",""
"801544","7174","7174","7174","0","0","0","","",""
"802071","7191","7191","7191","","","","1","1","1"
"802544","7184","7184","7184","0","0","0","","",""
"802614","7185","7185","7185","0","0","0","","",""
"803071","7196","7196","7196","","","","0","0","0"
"803614","7192","7192","7192","0","0","0","","",""
"804071","7203","7203","7203","","","","0","0","0"
"804180","7204","7204","7204","","","","0","0","0"
"804249","7205","7205","7205","","","","0","0","0"
"804614","7197","7197","7197","0","0","0","","",""
"805249","7211","7211","7211","","","","0","0","0"
"805354","7212","7212","7212","","","","12","12","12"
"805391","7213","7213","7213","","","","0","0","0"
"805400","7214","7214","7214","","","","0","0","0"
"805614","7206","7206","7206","0","0","0","","",""
"805667","7207","7207","7207","0","0","0","","",""
"806400","7221","7221","7221","","","","0","0","0"
"806667","7215","7215","7215","0","0","0","","",""
"807400","7225","7225","7225","","","","0","0","0"
"807667","7222","7222","7222","0","0","0","","",""
"808400","7230","7230","7230","","","","0","0","0"
"808667","7226","7226","7226","0","0","0","","",""
"809400","7235","7235","7235","","","","0","0","0"
"809464","7236","7236","7236","","","","0","0","0"
"809667","7231","7231","7231","0","0","0","","",""
"810464","7241","7241","7241","","","","0","0","0"
"810558","7242","7242","7242","","","","11","11","11"
"810667","7237","7237","7237","1","1","1","","",""
"810740","7238","7238","7238","0","0","0","","",""
"811558","7249","7249","7249","","","","0","0","0"
"811740","7243","7243","7243","0","0","0","","",""
"812514","7258","7258","7258","","","","11","11","11"
"812740","7250","7250","7250","0","0","0","","",""
"812765","7251","7251","7251","0","0","0","","",""
"813514","7262","7262","7262","","","","0","0","0"
"813765","7259","7259","7259","0","0","0","","",""
"814514","7267","7267","7267","","","","0","0","0"
"814531","7268","7268","7268","","","","0","0","0"
"814562","7269","7269","7269","","","","0","0","0"
"814765","7263","7263","7263","0","0","0","","",""
"815562","7273","7273","7273","","","","0","0","0"
"815765","7270","7270","7270","0","0","0","","",""
"816562","7281","7281","7281","","","","0","0","0"
"816765","7274","7274","7274","0","0","0","","",""
"817562","7288","7288","7288","","","","0","0","0"
"817609","7289","7289","7289","","","","11","11","11"
"817765","7282","7282","7282","0","0","0","","",""
"818609","7299","7299","7299","","","","1","1","1"
"818757","7300","7300","7300","","","","0","0","0"
"818765","7290","7290","7290","0","0","0","","",""
"818784","7301","7301","7301","","","","0","0","0"
"819765","7302","7302","7302","0","0","0","","",""
"819784","7308","7308","7308","","","","0","0","0"
"820765","7309","7309","7309","0","0","0","","",""
"820784","7319","7319","7319","","","","0","0","0"
"820951","7310","7310","7310","11","11","11","","",""
"821784","7329","7329","7329","","","","0","0","0"
"821951","7320","7320","7320","0","0","0","","",""
"821960","7321","7321","7321","0","0","0","","",""
"822784","7339","7339","7339","","","","0","0","0"
"822960","7330","7330","7330","0","0","0","","",""
"823784","7345","7345","7345","","","","0","0","0"
"823794","7346","7346","7346","","","","0","0","0"
"823920","7347","7347","7347","","","","11","11","11"
"823950","7348","7348","7348","","","","11","11","11"
"823960","7340","7340","7340","0","0","0","","",""
"824008","7341","7341","7341","0","0","0","","",""
"824064","7349","7349","7349","","","","0","0","0"
"825008","7350","7350","7350","0","0","0","","",""
"825064","7356","7356","7356","","","","0","0","0"
"825160","7357","7357","7357","","","","11","11","11"
"825600","7367","7367","7367","","","","11","11","11"
"826008","7358","7358","7358","0","0","0","","",""
"826600","7371","7371","7371","","","","0","0","0"
"827008","7368","7368","7368","0","0","0","","",""
"827600","7377","7377","7377","","","","0","0","0"
"828008","7372","7372","7372","0","0","0","","",""
"828040","7373","7373","7373","0","0","0","","",""
"828600","7384","7384","7384","","","","0","0","0"
"829040","7378","7378","7378","0","0","0","","",""
"829600","7389","7389","7389","","","","0","0","0"
"830040","7385","7385","7385","0","0","0","","",""
"830600","7393","7393","7393","","","","0","0","0"
"831040","7390","7390","7390","0","0","0","","",""
"831600","7398","7398","7398","","","","0","0","0"
"831615","7399","7399","7399","","","","0","0","0"
"832040","7394","7394","7394","0","0","0","","",""
"832615","7409","7409","7409","","","","0","0","0"
"833040","7400","7400","7400","0","0","0","","",""
"833615","7416","7416","7416","","","","0","0","0"
"834040","7410","7410","7410","0","0","0","","",""
"834615","7423","7423","7423","","","","0","0","0"
"835040","7417","7417","7417","0","0","0","","",""
"835615","7430","7430","7430","","","","0","0","0"
"836040","7424","7424","7424","0","0","0","","",""
"836615","7440","7440","7440","","","","0","0","0"
"836782","7441","7441","7441","","","","0","0","0"
"837040","7431","7431","7431","0","0","0","","",""
"837782","7451","7451","7451","","","","0","0","0"
"838040","7442","7442","7442","0","0","0","","",""
"838782","7459","7459","7459","","","","0","0","0"
"838807","7460","7460","7460","","","","0","0","0"
"839040","7452","7452","7452","0","0","0","","",""
"839115","7453","7453","7453","11","11","11","","",""
"839807","7467","7467","7467","","","","0","0","0"
"840115","7461","7461","7461","0","0","0","","",""
"840807","7478","7478","7478","","","","0","0","0"
"841115","7468","7468","7468","0","0","0","","",""
"841145","7469","7469","7469","11","11","11","","",""
"841807","7485","7485","7485","","","","0","0","0"
"842145","7479","7479","7479","0","0","0","","",""
"842807","7495","7495","7495","","","","0","0","0"
"842828","7496","7496","7496","","","","0","0","0"
"843145","7486","7486","7486","0","0","0","","",""
"843828","7506","7506","7506","","","","0","0","0"
"844145","7497","7497","7497","0","0","0","","",""
"844828","7513","7513","7513","","","","0","0","0"
"845145","7507","7507","7507","0","0","0","","",""
"845828","7523","7523","7523","","","","0","0","0"
"846145","7514","7514","7514","0","0","0","","",""
"846828","7524","7524","7524","","","","0","0","0"
"847145","7525","7525","7525","0","0","0","","",""
"847828","7531","7531","7531","","","","0","0","0"
"847906","7541","7541","7541","","","","0","0","0"
"848014","7542","7542","7542","","","","0","0","0"
"848145","7532","7532","7532","0","0","0","","",""
"849014","7549","7549","7549","","","","0","0","0"
"849145","7543","7543","7543","0","0","0","","",""
"849580","7550","7550","7550","","","","0","0","0"
"849643","7551","7551","7551","","","","1","1","1"
"850145","7552","7552","7552","0","0","0","","",""
"850643","7558","7558","7558","","","","0","0","0"
"851145","7559","7559","7559","0","0","0","","",""
"851643","7563","7563","7563","","","","0","0","0"
"852145","7564","7564","7564","0","0","0","","",""
"852643","7573","7573","7573","","","","0","0","0"
"853145","7574","7574","7574","0","0","0","","",""
"853643","7580","7580","7580","","","","0","0","0"
"854145","7581","7581","7581","0","0","0","","",""
"854643","7590","7590","7590","","","","0","0","0"
"855145","7591","7591","7591","0","0","0","","",""
"855311","7592","7592","7592","0","0","0","","",""
"855643","7598","7598","7598","","","","0","0","0"
"855841","7599","7599","7599","","","","0","0","0"
"856003","7600","7600","7600","","","","0","0","0"
"856311","7601","7601","7601","0","0","0","","",""
"857003","7610","7610","7610","","","","0","0","0"
"857218","7620","7620","7620","","","","0","0","0"
"857280","7621","7621","7621","","","","11","11","11"
"857311","7611","7611","7611","0","0","0","","",""
"858280","7625","7625","7625","","","","0","0","0"
"858311","7622","7622","7622","0","0","0","","",""
"859124","7626","7626","7626","","","","11","11","11"
"859311","7627","7627","7627","0","0","0","","",""
"859445","7628","7628","7628","0","0","0","","",""
"859672","7632","7632","7632","","","","0","0","0"
"860445","7633","7633","7633","0","0","0","","",""
"860672","7636","7636","7636","","","","0","0","0"
"861445","7637","7637","7637","0","0","0","","",""
"861672","7641","7641","7641","","","","0","0","0"
"862445","7642","7642","7642","0","0","0","","",""
"862672","7651","7651","7651","","","","0","0","0"
"863445","7652","7652","7652","0","0","0","","",""
"863473","7653","7653","7653","0","0","0","","",""
"863672","7662","7662","7662","","","","0","0","0"
"864473","7663","7663","7663","0","0","0","","",""
"864593","7664","7664","7664","11","11","11","","",""
"864672","7672","7672","7672","","","","0","0","0"
"865593","7673","7673","7673","0","0","0","","",""
"865672","7682","7682","7682","","","","0","0","0"
"866258","7683","7683","7683","","","","11","11","11"
"866311","7693","7693","7693","","","","0","0","0"
"866593","7684","7684","7684","0","0","0","","",""
"867311","7694","7694","7694","","","","0","0","0"
"867593","7695","7695","7695","0","0","0","","",""
"868209","7696","7696","7696","12","12","12","","",""
"868279","7697","7697","7697","11","11","11","","",""
"868311","7701","7701","7701","","","","0","0","0"
"869279","7702","7702","7702","2","2","2","","",""
"869311","7710","7710","7710","","","","1","1","1"
"870279","7711","7711","7711","1","1","1","","",""
"870311","7718","7718","7718","","","","1","1","1"
"871279","7719","7719","7719","0","0","0","","",""
"871311","7722","7722","7722","","","","0","0","0"
"871617","7727","7727","7727","","","","11","11","11"
"871624","7728","7728","7728","","","","0","0","0"
"872279","7723","7723","7723","1","1","1","","",""
"872624","7739","7739","7739","","","","0","0","0"
"872764","7740","7740","7740","","","","0","0","0"
"873279","7729","7729","7729","1","1","1","","",""
"873341","7730","7730","7730","11","11","11","","",""
"873729","7741","7741","7741","1","1","1","","",""
"873764","7746","7746","7746","","","","0","0","0"
"873795","7742","7742","7742","0","0","0","","",""
"874393","7743","7743","7743","11","11","11","","",""
"874764","7753","7753","7753","","","","0","0","0"
"874788","7754","7754","7754","","","","0","0","0"
"874918","7755","7755","7755","","","","0","0","0"
"875393","7747","7747","7747","1","1","1","","",""
"875611","7756","7756","7756","11","11","11","","",""
"875918","7765","7765","7765","","","","0","0","0"
"876611","7766","7766","7766","0","0","0","","",""
"876918","7772","7772","7772","","","","0","0","0"
"877611","7773","7773","7773","0","0","0","","",""
"877680","7774","7774","7774","11","11","11","","",""
"877918","7778","7778","7778","","","","1","1","1"
"877949","7779","7779","7779","","","","0","0","0"
"878011","7780","7780","7780","","","","0","0","0"
"878680","7781","7781","7781","0","0","0","","",""
"878730","7782","7782","7782","0","0","0","","",""
"879011","7791","7791","7791","","","","0","0","0"
"879730","7792","7792","7792","0","0","0","","",""
"880011","7798","7798","7798","","","","0","0","0"
"880072","7799","7799","7799","","","","11","11","11"
"880730","7800","7800","7800","0","0","0","","",""
"880883","7809","7809","7809","","","","11","11","11"
"881334","7810","7810","7810","","","","11","11","11"
"881730","7811","7811","7811","0","0","0","","",""
"882334","7817","7817","7817","","","","0","0","0"
"882503","7818","7818","7818","","","","0","0","0"
"882723","7824","7824","7824","","","","11","11","11"
"882730","7819","7819","7819","0","0","0","","",""
"882780","7820","7820","7820","0","0","0","","",""
"883723","7833","7833","7833","","","","0","0","0"
"883780","7825","7825","7825","0","0","0","","",""
"884723","7834","7834","7834","","","","1","1","1"
"884780","7835","7835","7835","0","0","0","","",""
"884790","7836","7836","7836","0","0","0","","",""
"884915","7837","7837","7837","0","0","0","","",""
"884988","7838","7838","7838","0","0","0","","",""
"885153","7839","7839","7839","0","0","0","","",""
"885723","7848","7848","7848","","","","0","0","0"
"886153","7849","7849","7849","0","0","0","","",""
"886343","7850","7850","7850","0","0","0","","",""
"886723","7859","7859","7859","","","","0","0","0"
"887343","7860","7860","7860","0","0","0","","",""
"887723","7866","7866","7866","","","","0","0","0"
"887753","7867","7867","7867","","","","0","0","0"
"888343","7868","7868","7868","0","0","0","","",""
"888753","7877","7877","7877","","","","0","0","0"
"889343","7878","7878","7878","0","0","0","","",""
"889753","7887","7887","7887","","","","0","0","0"
"890343","7888","7888","7888","0","0","0","","",""
"890753","7894","7894","7894","","","","0","0","0"
"891343","7895","7895","7895","0","0","0","","",""
"891753","7904","7904","7904","","","","0","0","0"
"892343","7905","7905","7905","0","0","0","","",""
"892753","7914","7914","7914","","","","0","0","0"
"893343","7915","7915","7915","0","0","0","","",""
"893753","7923","7923","7923","","","","0","0","0"
"894177","7933","7933","7933","","","","11","11","11"
"894343","7924","7924","7924","0","0","0","","",""
"895177","7943","7943","7943","","","","0","0","0"
"895343","7934","7934","7934","0","0","0","","",""
"896177","7953","7953","7953","","","","0","0","0"
"896343","7944","7944","7944","0","0","0","","",""
"897177","7960","7960","7960","","","","0","0","0"
"897343","7954","7954","7954","0","0","0","","",""
"898177","7965","7965","7965","","","","0","0","0"
"898343","7961","7961","7961","0","0","0","","",""
"899177","7974","7974","7974","","","","0","0","0"
"899343","7966","7966","7966","0","0","0","","",""
"900177","7982","7982","7982","","","","0","0","0"
"900343","7975","7975","7975","0","0","0","","",""
"901177","7991","7991","7991","","","","0","0","0"
"901241","7992","7992","7992","","","","0","0","0"
"901343","7983","7983","7983","0","0","0","","",""
"901384","7993","7993","7993","","","","0","0","0"
"902343","7994","7994","7994","0","0","0","","",""
"902384","8004","8004","8004","","","","0","0","0"
"902563","7995","7995","7995","12","12","12","","",""
"903291","8005","8005","8005","0","0","0","","",""
"903384","8014","8014","8014","","","","0","0","0"
"904291","8015","8015","8015","0","0","0","","",""
"904384","8021","8021","8021","","","","0","0","0"
"904389","8022","8022","8022","","","","0","0","0"
"905291","8023","8023","8023","0","0","0","","",""
"905326","8024","8024","8024","0","0","0","","",""
"905387","8025","8025","8025","0","0","0","","",""
"905389","8029","8029","8029","","","","0","0","0"
"906387","8030","8030","8030","0","0","0","","",""
"906389","8036","8036","8036","","","","0","0","0"
"907387","8037","8037","8037","0","0","0","","",""
"907389","8047","8047","8047","","","","0","0","0"
"907402","8038","8038","8038","0","0","0","","",""
"908389","8058","8058","8058","","","","0","0","0"
"908402","8048","8048","8048","0","0","0","","",""
"908472","8049","8049","8049","0","0","0","","",""
"909389","8067","8067","8067","","","","0","0","0"
"909472","8059","8059","8059","0","0","0","","",""
"909791","8068","8068","8068","","","","0","0","0"
"910062","8069","8069","8069","","","","11","11","11"
"910472","8070","8070","8070","0","0","0","","",""
"911062","8077","8077","8077","","","","0","0","0"
"911089","8078","8078","8078","","","","0","0","0"
"911472","8079","8079","8079","0","0","0","","",""
"911567","8080","8080","8080","11","11","11","","",""
"912089","8088","8088","8088","","","","0","0","0"
"912567","8089","8089","8089","0","0","0","","",""
"912597","8090","8090","8090","0","0","0","","",""
"912841","8091","8091","8091","12","12","12","","",""
"913089","8100","8100","8100","","","","0","0","0"
"913112","8101","8101","8101","","","","0","0","0"
"913841","8102","8102","8102","0","0","0","","",""
"913857","8103","8103","8103","0","0","0","","",""
"913892","8104","8104","8104","0","0","0","","",""
"913991","8105","8105","8105","11","11","11","","",""
"914112","8114","8114","8114","","","","0","0","0"
"914333","8115","8115","8115","","","","11","11","11"
"914991","8116","8116","8116","0","0","0","","",""
"915333","8125","8125","8125","","","","0","0","0"
"915991","8126","8126","8126","0","0","0","","",""
"916333","8129","8129","8129","","","","2","2","2"
"916991","8130","8130","8130","0","0","0","","",""
"917333","8139","8139","8139","","","","0","0","0"
