"play/step","coinrun_500_hard - _step","coinrun_500_hard - _step__MIN","coinrun_500_hard - _step__MAX","coinrun_500_hard - play/episodic_reward","coinrun_500_hard - play/episodic_reward__MIN","coinrun_500_hard - play/episodic_reward__MAX","coinrun_500_hard - test/episodic_reward","coinrun_500_hard - test/episodic_reward__MIN","coinrun_500_hard - test/episodic_reward__MAX"
"82268","2398","2398","2398","","","","0","0","0"
"82364","2391","2383","2399","0","0","0","10","10","10"
"82527","2385","2385","2385","0","0","0","","",""
"82670","2403","2403","2403","","","","0","0","0"
"82727","2404","2404","2404","","","","10","10","10"
"82842","2390","2390","2390","10","10","10","","",""
"83088","2426","2426","2426","","","","10","10","10"
"83246","2429","2429","2429","","","","10","10","10"
"83280","2411","2411","2411","0","0","0","","",""
"83516","2414","2414","2414","10","10","10","","",""
"83566","2415","2415","2415","10","10","10","","",""
"83671","2435","2435","2435","","","","10","10","10"
"83731","2418","2418","2418","0","0","0","","",""
"83811","2420","2420","2420","0","0","0","","",""
"83886","2421","2421","2421","10","10","10","","",""
"83891","2438","2438","2438","","","","10","10","10"
"83961","2439","2439","2439","","","","0","0","0"
"84041","2440","2440","2440","10","10","10","","",""
"84064","2460","2460","2460","","","","0","0","0"
"84099","2461","2461","2461","","","","0","0","0"
"84150","2462","2462","2462","","","","10","10","10"
"84200","2463","2463","2463","","","","10","10","10"
"84231","2442","2442","2442","10","10","10","","",""
"84329","2465","2465","2465","","","","10","10","10"
"84434","2466","2466","2466","","","","0","0","0"
"84534","2468","2468","2468","","","","10","10","10"
"84838","2472","2472","2472","","","","0","0","0"
"84896","2452","2452","2452","10","10","10","","",""
"84910","2473","2473","2473","","","","10","10","10"
"84946","2453","2453","2453","0","0","0","","",""
"84963","2474","2474","2474","","","","0","0","0"
"85055","2494","2494","2494","","","","0","0","0"
"85382","2500","2500","2500","","","","0","0","0"
"85431","2479","2479","2479","10","10","10","","",""
"85468","2480","2480","2480","0","0","0","","",""
"85589","2483","2483","2483","10","10","10","","",""
"85762","2506","2506","2506","","","","10","10","10"
"86011","2489","2489","2489","10","10","10","","",""
"86064","2530","2530","2530","","","","10","10","10"
"86182","2532","2532","2532","","","","10","10","10"
"86269","2513","2513","2513","10","10","10","","",""
"86313","2534","2534","2534","","","","10","10","10"
"86354","2515","2515","2515","10","10","10","","",""
"86568","2519","2519","2519","10","10","10","","",""
"86650","2521","2521","2521","0","0","0","","",""
"86799","2541","2541","2541","","","","10","10","10"
"86849","2542","2542","2542","","","","0","0","0"
"86958","2526","2526","2526","0","0","0","","",""
"87206","2548","2548","2548","10","10","10","","",""
"87237","2567","2567","2567","","","","10","10","10"
"87255","2549","2549","2549","10","10","10","","",""
"87557","2554","2554","2554","0","0","0","","",""
"87582","2570","2570","2570","","","","0","0","0"
"87636","2556","2556","2556","0","0","0","","",""
"87757","2572","2572","2572","","","","0","0","0"
"87803","2558","2558","2558","10","10","10","","",""
"87828","2573","2573","2573","","","","10","10","10"
"87887","2574","2574","2574","","","","0","0","0"
"87931","2560","2560","2560","0","0","0","","",""
"87964","2561","2561","2561","0","0","0","","",""
"87968","2575","2575","2575","","","","0","0","0"
"88139","2595","2595","2595","","","","10","10","10"
"88337","2598","2598","2598","","","","10","10","10"
"88554","2583","2583","2583","10","10","10","","",""
"88588","2584","2584","2584","0","0","0","","",""
"88783","2587","2587","2587","10","10","10","","",""
"88935","2589","2589","2589","10","10","10","","",""
"88991","2590","2590","2590","0","0","0","","",""
"89258","2625","2625","2625","","","","10","10","10"
"89708","2615","2615","2615","0","0","0","","",""
"89823","2617","2617","2617","10","10","10","","",""
"89843","2634","2634","2634","","","","10","10","10"
"89960","2637","2637","2637","","","","0","0","0"
"90067","2639","2639","2639","","","","10","10","10"
"90135","2662","2662","2662","","","","0","0","0"
"90136","2641","2641","2641","10","10","10","","",""
"90226","2664","2664","2664","","","","0","0","0"
"90392","2645","2645","2645","10","10","10","","",""
"90899","2653","2653","2653","0","0","0","","",""
"91047","2675","2675","2675","","","","10","10","10"
"91137","2692","2692","2692","","","","0","0","0"
"91278","2694","2694","2694","","","","0","0","0"
"91338","2678","2678","2678","10","10","10","","",""
"91495","2698","2698","2698","","","","0","0","0"
"91545","2699","2699","2699","","","","10","10","10"
"91741","2702","2702","2702","","","","10","10","10"
"91874","2684","2684","2684","0","0","0","","",""
"91987","2705","2705","2705","","","","10","10","10"
"91999","2686","2686","2686","10","10","10","","",""
"92032","2687","2687","2687","0","0","0","","",""
"92038","2706","2706","2706","","","","10","10","10"
"92102","2707","2707","2707","","","","10","10","10"
"92194","2709","2709","2709","0","0","0","","",""
"92312","2710","2710","2710","10","10","10","","",""
"92702","2732","2732","2732","","","","0","0","0"
"92791","2733","2733","2733","","","","0","0","0"
"92794","2716","2716","2716","10","10","10","","",""
"92983","2719","2719","2719","10","10","10","","",""
"93141","2737","2737","2737","","","","10","10","10"
"93319","2758","2758","2758","","","","10","10","10"
"93389","2740","2740","2740","0","0","0","","",""
"93423","2741","2741","2741","0","0","0","","",""
"93518","2743","2743","2743","10","10","10","","",""
"93551","2761","2761","2761","","","","10","10","10"
"93675","2763","2763","2763","","","","10","10","10"
"93948","2747","2747","2747","0","0","0","","",""
"94462","2768","2768","2768","10","10","10","","",""
"94856","2787","2787","2787","","","","0","0","0"
"94924","2788","2788","2788","","","","10","10","10"
"95089","2789","2789","2789","","","","0","0","0"
"95259","2808","2808","2808","","","","10","10","10"
"95648","2798","2798","2798","10","10","10","","",""
"95710","2799","2799","2799","10","10","10","","",""
"95812","2813","2813","2813","","","","10","10","10"
"95957","2800","2800","2800","10","10","10","","",""
"96559","2838","2838","2838","","","","0","0","0"
"96999","2826","2826","2826","10","10","10","","",""
"97036","2827","2827","2827","0","0","0","","",""
"97057","2843","2843","2843","","","","10","10","10"
"97111","2828","2828","2828","0","0","0","","",""
"97112","2844","2844","2844","","","","0","0","0"
"97254","2829","2829","2829","0","0","0","","",""
"97460","2848","2848","2848","0","0","0","","",""
"97565","2849","2849","2849","0","0","0","","",""
"97746","2871","2871","2871","","","","10","10","10"
"98006","2854","2854","2854","10","10","10","","",""
"98199","2874","2874","2874","","","","0","0","0"
"98457","2877","2877","2877","10","10","10","","",""
"98497","2892","2892","2892","","","","10","10","10"
"98508","2878","2878","2878","10","10","10","","",""
"98645","2894","2894","2894","","","","10","10","10"
"98823","2880","2880","2880","0","0","0","","",""
"98827","2895","2895","2895","","","","10","10","10"
"99009","2897","2897","2897","","","","10","10","10"
"99050","2884","2884","2884","10","10","10","","",""
"99084","2898","2898","2898","","","","0","0","0"
"99128","2899","2899","2899","","","","0","0","0"
"99134","2885","2885","2885","0","0","0","","",""
"99284","2887","2887","2887","10","10","10","","",""
"99382","2917","2917","2917","","","","0","0","0"
"99418","2901","2901","2901","10","10","10","","",""
"99510","2919","2919","2919","","","","10","10","10"
"99621","2921","2921","2921","","","","0","0","0"
"99762","2922","2922","2922","","","","0","0","0"
"100205","2928","2928","2928","","","","10","10","10"
"100310","2912","2912","2912","0","0","0","","",""
"100552","2931","2931","2931","0","0","0","","",""
"100742","2933","2933","2933","0","0","0","","",""
"100792","2949","2949","2949","","","","10","10","10"
"100828","2950","2950","2950","","","","10","10","10"
"100895","2951","2951","2951","","","","10","10","10"
"101127","2936","2936","2936","10","10","10","","",""
"101137","2954","2954","2954","","","","10","10","10"
"101301","2955","2955","2955","","","","0","0","0"
"101383","2969","2969","2969","","","","0","0","0"
"101451","2970","2970","2970","","","","10","10","10"
"101589","2971","2971","2971","","","","0","0","0"
"101792","2973","2973","2973","","","","10","10","10"
"101817","2959","2959","2959","0","0","0","","",""
"101888","2960","2960","2960","10","10","10","","",""
"102210","2963","2963","2963","0","0","0","","",""
"102560","2994","2994","2994","","","","10","10","10"
"102667","2995","2995","2995","","","","0","0","0"
"102744","2996","2996","2996","","","","10","10","10"
"102815","2997","2997","2997","","","","0","0","0"
"103033","2999","2999","2999","","","","10","10","10"
"103725","3025","3025","3025","","","","10","10","10"
"103764","3008","3008","3008","0","0","0","","",""
"103778","3026","3026","3026","","","","10","10","10"
"104326","3032","3032","3032","","","","10","10","10"
"104412","3033","3033","3033","","","","0","0","0"
"104573","3034","3034","3034","10","10","10","","",""
"104791","3037","3037","3037","10","10","10","","",""
"104848","3038","3038","3038","10","10","10","","",""
"105025","3060","3060","3060","","","","10","10","10"
"105202","3062","3062","3062","","","","0","0","0"
"105255","3044","3044","3044","10","10","10","","",""
"105308","3063","3063","3063","","","","0","0","0"
"105675","3066","3066","3066","10","10","10","","",""
"105689","3084","3084","3084","","","","10","10","10"
"105847","3068","3068","3068","10","10","10","","",""
"105898","3069","3069","3069","0","0","0","","",""
"106012","3070","3070","3070","0","0","0","","",""
"106125","3088","3088","3088","","","","10","10","10"
"106312","3074","3074","3074","10","10","10","","",""
"106389","3090","3090","3090","","","","10","10","10"
"106419","3076","3076","3076","0","0","0","","",""
"106441","3091","3091","3091","","","","10","10","10"
"106588","3110","3110","3110","","","","0","0","0"
"106662","3111","3111","3111","","","","10","10","10"
"106671","3093","3093","3093","10","10","10","","",""
"106745","3094","3094","3094","0","0","0","","",""
"106762","3112","3112","3112","","","","10","10","10"
"106864","3095","3095","3095","0","0","0","","",""
"106896","3113","3113","3113","","","","10","10","10"
"106920","3096","3096","3096","10","10","10","","",""
"107013","3115","3115","3115","","","","0","0","0"
"107134","3099","3099","3099","0","0","0","","",""
"107363","3117","3117","3117","","","","10","10","10"
"107711","3136","3136","3136","","","","0","0","0"
"107976","3138","3138","3138","","","","10","10","10"
"108014","3121","3121","3121","0","0","0","","",""
"108257","3140","3140","3140","","","","0","0","0"
"108298","3124","3124","3124","0","0","0","","",""
"108532","3143","3143","3143","","","","0","0","0"
"108697","3159","3159","3159","","","","0","0","0"
"108999","3147","3147","3147","10","10","10","","",""
"109509","3152","3152","3152","10","10","10","","",""
"109642","3167","3167","3167","0","0","0","","",""
"109726","3168","3168","3168","0","0","0","","",""
"110125","3190","3190","3190","","","","10","10","10"
"110667","3195","3195","3195","0","0","0","","",""
"110800","3214","3214","3214","","","","0","0","0"
"111057","3216","3216","3216","","","","10","10","10"
"111215","3218","3218","3218","","","","10","10","10"
"111256","3199","3199","3199","0","0","0","","",""
"111322","3219","3219","3219","","","","0","0","0"
"111364","3201","3201","3201","10","10","10","","",""
"111414","3202","3202","3202","0","0","0","","",""
"111948","3224","3224","3224","0","0","0","","",""
"112616","3240","3240","3240","","","","0","0","0"
"112677","3241","3241","3241","0","0","0","","",""
"113238","3262","3262","3262","","","","10","10","10"
"113429","3248","3248","3248","10","10","10","","",""
"113578","3265","3265","3265","","","","10","10","10"
"113629","3266","3266","3266","","","","10","10","10"
"113834","3285","3285","3285","","","","0","0","0"
"113841","3267","3267","3267","0","0","0","","",""
"113971","3268","3268","3268","0","0","0","","",""
"114103","3287","3287","3287","","","","10","10","10"
"114330","3272","3272","3272","10","10","10","","",""
"114373","3273","3273","3273","10","10","10","","",""
"114550","3289","3289","3289","","","","10","10","10"
"114683","3276","3276","3276","0","0","0","","",""
"114790","3291","3291","3291","10","10","10","","",""
"114793","3306","3306","3306","","","","10","10","10"
"114971","3307","3307","3307","","","","10","10","10"
"115064","3308","3308","3308","","","","0","0","0"
"115300","3311","3311","3311","","","","10","10","10"
"115326","3312","3312","3312","","","","0","0","0"
"115414","3300","3300","3300","0","0","0","","",""
"115490","3301","3301","3301","0","0","0","","",""
"115876","3319","3319","3319","0","0","0","","",""
"116060","3340","3340","3340","","","","10","10","10"
"116169","3341","3341","3341","","","","0","0","0"
"116339","3324","3324","3324","0","0","0","","",""
"116384","3343","3343","3343","","","","10","10","10"
"116407","3325","3325","3325","10","10","10","","",""
"116512","3344","3344","3344","","","","10","10","10"
"116654","3346","3346","3346","","","","10","10","10"
"116795","3347","3347","3347","10","10","10","","",""
"117018","3349","3349","3349","10","10","10","","",""
"117158","3351","3351","3351","10","10","10","","",""
"117219","3352","3352","3352","0","0","0","","",""
"117270","3370","3370","3370","","","","10","10","10"
"117335","3371","3371","3371","","","","10","10","10"
"117352","3354","3354","3354","10","10","10","","",""
"117524","3372","3372","3372","","","","0","0","0"
"117554","3355","3355","3355","10","10","10","","",""
"117580","3373","3373","3373","","","","0","0","0"
"117621","3374","3374","3374","","","","10","10","10"
"117905","3391","3391","3391","","","","0","0","0"
"117966","3378","3378","3378","10","10","10","","",""
"117992","3393","3393","3393","","","","10","10","10"
"118087","3380","3380","3380","10","10","10","","",""
"118096","3394","3394","3394","","","","10","10","10"
"118164","3395","3395","3395","","","","0","0","0"
"118231","3382","3382","3382","10","10","10","","",""
"118574","3386","3386","3386","0","0","0","","",""
"118581","3402","3402","3402","","","","0","0","0"
"118910","3423","3423","3423","","","","0","0","0"
"118917","3406","3406","3406","0","0","0","","",""
"119266","3427","3427","3427","","","","0","0","0"
"119410","3429","3429","3429","","","","10","10","10"
"119871","3434","3434","3434","0","0","0","","",""
"119972","3451","3451","3451","","","","10","10","10"
"120230","3454","3454","3454","","","","10","10","10"
"120474","3440","3440","3440","10","10","10","","",""
"120873","3461","3461","3461","10","10","10","","",""
"120974","3483","3483","3483","","","","0","0","0"
"121079","3465","3465","3465","10","10","10","","",""
"121205","3468","3468","3468","0","0","0","","",""
"121682","3491","3491","3491","","","","10","10","10"
"121808","3492","3492","3492","","","","10","10","10"
"121848","3493","3493","3493","","","","10","10","10"
"121870","3494","3494","3494","10","10","10","","",""
"121897","3513","3513","3513","","","","10","10","10"
"122064","3497","3497","3497","0","0","0","","",""
"122406","3499","3499","3499","0","0","0","","",""
"122461","3521","3521","3521","","","","10","10","10"
"122520","3523","3523","3523","","","","0","0","0"
"122632","3502","3502","3502","10","10","10","","",""
"122990","3543","3543","3543","","","","10","10","10"
"123018","3528","3528","3528","0","0","0","","",""
"123056","3529","3529","3529","10","10","10","","",""
