"play/step","coinrun_500_hard - _step","coinrun_500_hard - _step__MIN","coinrun_500_hard - _step__MAX","coinrun_500_hard - play/episodic_reward","coinrun_500_hard - play/episodic_reward__MIN","coinrun_500_hard - play/episodic_reward__MAX","coinrun_500_hard - test/episodic_reward","coinrun_500_hard - test/episodic_reward__MIN","coinrun_500_hard - test/episodic_reward__MAX"
"816097","29173","29173","29173","","","","10","10","10"
"816120","29174","29174","29174","","","","10","10","10"
"816156","29175","29175","29175","0","0","0","","",""
"816157","29197","29197","29197","","","","0","0","0"
"816180","29198","29198","29198","","","","10","10","10"
"816229","29177","29177","29177","0","0","0","","",""
"816289","29179","29179","29179","10","10","10","","",""
"816334","29181","29181","29181","10","10","10","","",""
"816351","29203","29203","29203","","","","10","10","10"
"816413","29205","29205","29205","","","","10","10","10"
"816477","29206","29206","29206","","","","0","0","0"
"816632","29208","29208","29208","","","","10","10","10"
"816730","29186","29186","29186","10","10","10","","",""
"816771","29187","29187","29187","0","0","0","","",""
"816958","29190","29190","29190","0","0","0","","",""
"817081","29192","29192","29192","0","0","0","","",""
"817091","29216","29216","29216","","","","10","10","10"
"817224","29246","29246","29246","","","","10","10","10"
"817277","29247","29247","29247","","","","0","0","0"
"817335","29248","29248","29248","","","","0","0","0"
"817472","29252","29252","29252","","","","0","0","0"
"817531","29222","29222","29222","10","10","10","","",""
"817645","29225","29225","29225","0","0","0","","",""
"817689","29256","29256","29256","","","","0","0","0"
"817750","29229","29229","29229","10","10","10","","",""
"817770","29259","29259","29259","","","","10","10","10"
"817824","29231","29231","29231","10","10","10","","",""
"817845","29232","29232","29232","0","0","0","","",""
"817940","29234","29234","29234","0","0","0","","",""
"818130","29264","29264","29264","","","","0","0","0"
"818211","29266","29266","29266","10","10","10","","",""
"818235","29285","29285","29285","","","","10","10","10"
"818511","29272","29272","29272","10","10","10","","",""
"818535","29289","29289","29289","","","","0","0","0"
"818637","29274","29274","29274","10","10","10","","",""
"818697","29292","29292","29292","","","","0","0","0"
"818711","29275","29275","29275","0","0","0","","",""
"818940","29295","29295","29295","","","","0","0","0"
"818985","29279","29279","29279","0","0","0","","",""
"819012","29296","29296","29296","","","","0","0","0"
"819042","29281","29281","29281","0","0","0","","",""
"819096","29299","29299","29299","","","","0","0","0"
"819098","29282","29282","29282","0","0","0","","",""
"819368","29325","29325","29325","","","","0","0","0"
"819719","29306","29306","29306","10","10","10","","",""
"819953","29337","29337","29337","","","","10","10","10"
"820058","29339","29339","29339","","","","10","10","10"
"820096","29340","29340","29340","","","","10","10","10"
"820166","29316","29316","29316","0","0","0","","",""
"820187","29317","29317","29317","0","0","0","","",""
"820421","29369","29369","29369","","","","10","10","10"
"820444","29370","29370","29370","","","","10","10","10"
"820464","29346","29346","29346","0","0","0","","",""
"820502","29371","29371","29371","","","","0","0","0"
"820540","29348","29348","29348","10","10","10","","",""
"820597","29349","29349","29349","10","10","10","","",""
"820688","29350","29350","29350","0","0","0","","",""
"820762","29352","29352","29352","0","0","0","","",""
"820814","29353","29353","29353","0","0","0","","",""
"820849","29377","29377","29377","","","","10","10","10"
"820925","29379","29379","29379","","","","10","10","10"
"820932","29355","29355","29355","0","0","0","","",""
"821011","29380","29380","29380","","","","0","0","0"
"821014","29356","29356","29356","0","0","0","","",""
"821479","29421","29421","29421","","","","10","10","10"
"821566","29393","29393","29393","0","0","0","","",""
"821624","29394","29394","29394","0","0","0","","",""
"821692","29424","29424","29424","","","","10","10","10"
"821700","29396","29396","29396","10","10","10","","",""
"821883","29400","29400","29400","0","0","0","","",""
"821897","29427","29427","29427","","","","0","0","0"
"821962","29401","29401","29401","10","10","10","","",""
"822011","29429","29429","29429","","","","10","10","10"
"822034","29430","29430","29430","","","","0","0","0"
"822061","29404","29404","29404","0","0","0","","",""
"822257","29435","29435","29435","","","","10","10","10"
"822317","29466","29466","29466","","","","10","10","10"
"822373","29467","29467","29467","","","","0","0","0"
"822507","29470","29470","29470","","","","0","0","0"
"822581","29445","29445","29445","0","0","0","","",""
"822881","29451","29451","29451","0","0","0","","",""
"822952","29452","29452","29452","10","10","10","","",""
"822990","29480","29480","29480","","","","10","10","10"
"823085","29455","29455","29455","0","0","0","","",""
"823091","29481","29481","29481","","","","0","0","0"
"823137","29483","29483","29483","","","","10","10","10"
"823161","29457","29457","29457","10","10","10","","",""
"823373","29487","29487","29487","0","0","0","","",""
"823377","29516","29516","29516","","","","0","0","0"
"823411","29488","29488","29488","10","10","10","","",""
"823416","29517","29517","29517","","","","10","10","10"
"823467","29489","29489","29489","10","10","10","","",""
"823659","29494","29494","29494","10","10","10","","",""
"823697","29495","29495","29495","10","10","10","","",""
"823773","29522","29522","29522","","","","0","0","0"
"823789","29496","29496","29496","0","0","0","","",""
"823811","29523","29523","29523","","","","10","10","10"
"823864","29524","29524","29524","","","","10","10","10"
"823934","29525","29525","29525","","","","0","0","0"
"824009","29527","29527","29527","","","","10","10","10"
"824091","29528","29528","29528","","","","0","0","0"
"824148","29504","29504","29504","10","10","10","","",""
"824184","29530","29530","29530","","","","0","0","0"
"824187","29505","29505","29505","0","0","0","","",""
"824243","29506","29506","29506","0","0","0","","",""
"824305","29534","29534","29534","","","","10","10","10"
"824338","29535","29535","29535","10","10","10","","",""
"824343","29565","29565","29565","","","","10","10","10"
"824380","29566","29566","29566","","","","10","10","10"
"824402","29567","29567","29567","","","","0","0","0"
"824458","29569","29569","29569","","","","0","0","0"
"824528","29570","29570","29570","","","","0","0","0"
"824595","29540","29540","29540","10","10","10","","",""
"824816","29544","29544","29544","10","10","10","","",""
"824858","29577","29577","29577","","","","0","0","0"
"825190","29553","29553","29553","10","10","10","","",""
"825259","29554","29554","29554","0","0","0","","",""
"825334","29582","29582","29582","","","","10","10","10"
"825494","29585","29585","29585","10","10","10","","",""
"825540","29587","29587","29587","10","10","10","","",""
"825639","29611","29611","29611","","","","10","10","10"
"825790","29614","29614","29614","","","","0","0","0"
"825813","29615","29615","29615","","","","10","10","10"
"825816","29594","29594","29594","10","10","10","","",""
"825924","29595","29595","29595","0","0","0","","",""
"825985","29597","29597","29597","10","10","10","","",""
"826006","29619","29619","29619","","","","10","10","10"
"826023","29598","29598","29598","10","10","10","","",""
"826145","29623","29623","29623","","","","10","10","10"
"826208","29625","29625","29625","","","","10","10","10"
"826304","29628","29628","29628","","","","10","10","10"
"826446","29632","29632","29632","0","0","0","","",""
"826456","29657","29657","29657","","","","10","10","10"
"826518","29659","29659","29659","","","","0","0","0"
"826542","29660","29660","29660","","","","10","10","10"
"826596","29661","29661","29661","","","","10","10","10"
"826600","29635","29635","29635","0","0","0","","",""
"826694","29662","29662","29662","","","","10","10","10"
"826758","29640","29640","29640","0","0","0","","",""
"826790","29664","29664","29664","","","","10","10","10"
"826825","29643","29643","29643","0","0","0","","",""
"826876","29644","29644","29644","0","0","0","","",""
"826969","29669","29669","29669","","","","10","10","10"
"827007","29670","29670","29670","","","","10","10","10"
"827439","29679","29679","29679","10","10","10","","",""
"827567","29682","29682","29682","10","10","10","","",""
"827704","29703","29703","29703","","","","10","10","10"
"827742","29704","29704","29704","","","","10","10","10"
"827824","29707","29707","29707","","","","10","10","10"
"827861","29708","29708","29708","","","","10","10","10"
"828125","29691","29691","29691","0","0","0","","",""
"828138","29714","29714","29714","","","","0","0","0"
"828359","29718","29718","29718","","","","10","10","10"
"828407","29695","29695","29695","0","0","0","","",""
"828434","29750","29750","29750","","","","10","10","10"
"828475","29720","29720","29720","10","10","10","","",""
"828486","29751","29751","29751","","","","10","10","10"
"828523","29752","29752","29752","","","","0","0","0"
"828552","29722","29722","29722","10","10","10","","",""
"828654","29755","29755","29755","","","","0","0","0"
"828815","29759","29759","29759","","","","10","10","10"
"828844","29729","29729","29729","10","10","10","","",""
"829008","29763","29763","29763","","","","10","10","10"
"829047","29764","29764","29764","","","","10","10","10"
"829248","29737","29737","29737","10","10","10","","",""
"829270","29738","29738","29738","0","0","0","","",""
"829291","29770","29770","29770","","","","10","10","10"
"829593","29786","29786","29786","","","","0","0","0"
"829615","29787","29787","29787","","","","10","10","10"
"829885","29790","29790","29790","","","","0","0","0"
"830250","29796","29796","29796","","","","10","10","10"
"830371","29800","29800","29800","","","","10","10","10"
"830615","29806","29806","29806","10","10","10","","",""
"830694","29809","29809","29809","10","10","10","","",""
"830783","29812","29812","29812","0","0","0","","",""
"830991","29841","29841","29841","","","","0","0","0"
"830993","29816","29816","29816","10","10","10","","",""
"831037","29818","29818","29818","0","0","0","","",""
"831072","29843","29843","29843","","","","0","0","0"
"831110","29844","29844","29844","","","","10","10","10"
"831356","29850","29850","29850","","","","0","0","0"
"831433","29852","29852","29852","","","","10","10","10"
"831453","29828","29828","29828","10","10","10","","",""
"831519","29855","29855","29855","0","0","0","","",""
"831555","29856","29856","29856","0","0","0","","",""
"831570","29884","29884","29884","","","","10","10","10"
"831576","29857","29857","29857","10","10","10","","",""
"831752","29863","29863","29863","10","10","10","","",""
"831840","29888","29888","29888","","","","10","10","10"
"831899","29866","29866","29866","0","0","0","","",""
"831927","29889","29889","29889","","","","10","10","10"
"832039","29892","29892","29892","","","","10","10","10"
"832060","29893","29893","29893","","","","0","0","0"
"832147","29871","29871","29871","10","10","10","","",""
"832154","29895","29895","29895","","","","10","10","10"
"832349","29899","29899","29899","","","","0","0","0"
"832361","29874","29874","29874","0","0","0","","",""
"832439","29876","29876","29876","0","0","0","","",""
"832460","29877","29877","29877","0","0","0","","",""
"832523","29903","29903","29903","10","10","10","","",""
"832629","29907","29907","29907","10","10","10","","",""
"832713","29910","29910","29910","10","10","10","","",""
"832748","29911","29911","29911","0","0","0","","",""
"832776","29946","29946","29946","","","","10","10","10"
"832837","29948","29948","29948","","","","0","0","0"
"832905","29916","29916","29916","0","0","0","","",""
"832964","29951","29951","29951","","","","0","0","0"
"833229","29925","29925","29925","10","10","10","","",""
"833268","29926","29926","29926","10","10","10","","",""
"833335","29927","29927","29927","10","10","10","","",""
"833375","29928","29928","29928","0","0","0","","",""
"833513","29932","29932","29932","0","0","0","","",""
"833627","29961","29961","29961","10","10","10","","",""
"833695","29962","29962","29962","10","10","10","","",""
"833773","29964","29964","29964","10","10","10","","",""
"833780","29989","29989","29989","","","","10","10","10"
"833802","29990","29990","29990","","","","10","10","10"
"833842","29965","29965","29965","0","0","0","","",""
"834065","29997","29997","29997","","","","0","0","0"
"834121","29972","29972","29972","10","10","10","","",""
"834158","29973","29973","29973","0","0","0","","",""
"834254","30000","30000","30000","","","","0","0","0"
"834370","30003","30003","30003","","","","0","0","0"
"834490","30007","30007","30007","","","","0","0","0"
"834616","30009","30009","30009","10","10","10","","",""
"834673","30011","30011","30011","10","10","10","","",""
"834818","30038","30038","30038","","","","0","0","0"
"834890","30040","30040","30040","","","","10","10","10"
"834907","30016","30016","30016","10","10","10","","",""
"835079","30042","30042","30042","","","","10","10","10"
"835157","30044","30044","30044","","","","10","10","10"
"835330","30024","30024","30024","10","10","10","","",""
"835343","30048","30048","30048","","","","0","0","0"
"835464","30050","30050","30050","","","","0","0","0"
"835501","30051","30051","30051","","","","10","10","10"
"835515","30028","30028","30028","0","0","0","","",""
"835616","30054","30054","30054","10","10","10","","",""
"835638","30081","30081","30081","","","","10","10","10"
"835661","30082","30082","30082","","","","10","10","10"
"835709","30056","30056","30056","0","0","0","","",""
"835810","30084","30084","30084","","","","0","0","0"
"835817","30058","30058","30058","10","10","10","","",""
"835852","30059","30059","30059","10","10","10","","",""
"835906","30060","30060","30060","10","10","10","","",""
"835992","30087","30087","30087","","","","10","10","10"
"836252","30066","30066","30066","10","10","10","","",""
"836295","30068","30068","30068","0","0","0","","",""
"836394","30071","30071","30071","10","10","10","","",""
"836456","30094","30094","30094","","","","10","10","10"
"836533","30096","30096","30096","","","","10","10","10"
"836595","30075","30075","30075","10","10","10","","",""
"836624","30123","30123","30123","","","","10","10","10"
"836702","30098","30098","30098","0","0","0","","",""
"836869","30129","30129","30129","","","","10","10","10"
"836910","30130","30130","30130","","","","0","0","0"
"837008","30132","30132","30132","","","","0","0","0"
"837018","30104","30104","30104","10","10","10","","",""
"837111","30135","30135","30135","","","","0","0","0"
"837132","30136","30136","30136","","","","0","0","0"
"837208","30138","30138","30138","","","","10","10","10"
"837330","30109","30109","30109","10","10","10","","",""
"837544","30115","30115","30115","10","10","10","","",""
"837709","30146","30146","30146","10","10","10","","",""
"837863","30174","30174","30174","","","","10","10","10"
"837884","30175","30175","30175","","","","0","0","0"
"837947","30177","30177","30177","","","","10","10","10"
"838022","30179","30179","30179","","","","10","10","10"
"838043","30152","30152","30152","10","10","10","","",""
"838091","30180","30180","30180","","","","0","0","0"
"838163","30181","30181","30181","","","","10","10","10"
"838190","30155","30155","30155","10","10","10","","",""
"838294","30157","30157","30157","10","10","10","","",""
"838369","30159","30159","30159","10","10","10","","",""
"838439","30160","30160","30160","10","10","10","","",""
"838450","30186","30186","30186","","","","10","10","10"
"838532","30187","30187","30187","","","","10","10","10"
"838592","30189","30189","30189","","","","10","10","10"
"838597","30163","30163","30163","0","0","0","","",""
"838655","30164","30164","30164","10","10","10","","",""
"838785","30192","30192","30192","10","10","10","","",""
"838788","30220","30220","30220","","","","10","10","10"
"838811","30221","30221","30221","","","","10","10","10"
"838846","30194","30194","30194","0","0","0","","",""
"838868","30195","30195","30195","10","10","10","","",""
"838890","30196","30196","30196","10","10","10","","",""
"838903","30223","30223","30223","","","","0","0","0"
"839036","30199","30199","30199","10","10","10","","",""
"839048","30226","30226","30226","","","","0","0","0"
"839327","30207","30207","30207","10","10","10","","",""
"839409","30210","30210","30210","10","10","10","","",""
"839421","30234","30234","30234","","","","0","0","0"
"839518","30225","30213","30237","10","10","10","10","10","10"
"839644","30214","30214","30214","10","10","10","","",""
"839738","30269","30269","30269","","","","0","0","0"
"839813","30240","30240","30240","10","10","10","","",""
"839817","30271","30271","30271","","","","10","10","10"
"839963","30275","30275","30275","","","","10","10","10"
"839969","30243","30243","30243","10","10","10","","",""
"840250","30250","30250","30250","10","10","10","","",""
"840330","30285","30285","30285","","","","0","0","0"
"840388","30286","30286","30286","","","","0","0","0"
"840532","30288","30288","30288","","","","10","10","10"
"840573","30289","30289","30289","","","","0","0","0"
"840595","30290","30290","30290","","","","10","10","10"
"840632","30291","30291","30291","","","","10","10","10"
"840723","30294","30294","30294","0","0","0","","",""
"840891","30297","30297","30297","10","10","10","","",""
"841526","30307","30307","30307","0","0","0","","",""
"841595","30317.5","30308","30327","10","10","10","10","10","10"
"841670","30329","30329","30329","","","","10","10","10"
"841696","30311","30311","30311","10","10","10","","",""
"841745","30351","30351","30351","","","","10","10","10"
"841822","30353","30353","30353","","","","10","10","10"
"841836","30331","30331","30331","10","10","10","","",""
"841898","30355","30355","30355","","","","10","10","10"
"842349","30334","30334","30334","10","10","10","","",""
"842653","30341","30341","30341","10","10","10","","",""
"842774","30390","30390","30390","","","","0","0","0"
"842782","30367","30367","30367","10","10","10","","",""
"842834","30368","30368","30368","10","10","10","","",""
"842868","30392","30392","30392","","","","10","10","10"
"843013","30373","30373","30373","0","0","0","","",""
"843078","30399","30399","30399","","","","10","10","10"
"843293","30378","30378","30378","0","0","0","","",""
"843472","30406","30406","30406","","","","10","10","10"
"843517","30408","30408","30408","","","","0","0","0"
"843658","30384","30384","30384","10","10","10","","",""
"843669","30411","30411","30411","","","","10","10","10"
"843843","30446","30446","30446","","","","0","0","0"
"843883","30419","30419","30419","0","0","0","","",""
"843991","30447","30447","30447","","","","0","0","0"
"844121","30449","30449","30449","","","","10","10","10"
"844145","30427","30427","30427","0","0","0","","",""
"844220","30429","30429","30429","0","0","0","","",""
"844229","30450","30450","30450","","","","10","10","10"
"844249","30451","30451","30451","","","","10","10","10"
"844314","30430","30430","30430","10","10","10","","",""
"844361","30454","30454","30454","","","","10","10","10"
"844375","30432","30432","30432","10","10","10","","",""
"844422","30456","30456","30456","","","","10","10","10"
"844533","30434","30434","30434","10","10","10","","",""
"844610","30435","30435","30435","0","0","0","","",""
"844686","30437","30437","30437","10","10","10","","",""
"844708","30462","30462","30462","","","","10","10","10"
"844730","30463","30463","30463","","","","10","10","10"
"844881","30495","30495","30495","","","","0","0","0"
"844926","30497","30497","30497","","","","10","10","10"
"844929","30467","30467","30467","10","10","10","","",""
"844965","30468","30468","30468","0","0","0","","",""
"845213","30473","30473","30473","0","0","0","","",""
"845502","30479","30479","30479","0","0","0","","",""
"845626","30508","30508","30508","","","","10","10","10"
"845698","30509","30509","30509","","","","10","10","10"
"845757","30511","30511","30511","","","","10","10","10"
"845893","30538","30538","30538","","","","0","0","0"
"845913","30539","30539","30539","","","","10","10","10"
"846035","30541","30541","30541","","","","0","0","0"
"846079","30516","30516","30516","10","10","10","","",""
"846132","30517","30517","30517","10","10","10","","",""
"846168","30544","30544","30544","","","","10","10","10"
"846206","30519","30519","30519","10","10","10","","",""
"846229","30520","30520","30520","10","10","10","","",""
"846249","30521","30521","30521","10","10","10","","",""
"846407","30548","30548","30548","","","","10","10","10"
"846619","30529","30529","30529","10","10","10","","",""
"846782","30532","30532","30532","0","0","0","","",""
"846818","30556","30556","30556","","","","10","10","10"
"846910","30558","30558","30558","10","10","10","","",""
"847009","30561","30561","30561","10","10","10","","",""
"847235","30565","30565","30565","10","10","10","","",""
"847277","30593","30593","30593","","","","10","10","10"
"847287","30566","30566","30566","0","0","0","","",""
"847382","30595","30595","30595","","","","0","0","0"
"847435","30568","30568","30568","10","10","10","","",""
"847569","30571","30571","30571","0","0","0","","",""
"847608","30572","30572","30572","0","0","0","","",""
"847675","30600","30600","30600","","","","0","0","0"
"847691","30575","30575","30575","0","0","0","","",""
"847989","30627","30627","30627","","","","10","10","10"
"848052","30630","30630","30630","","","","10","10","10"
"848288","30635","30635","30635","","","","0","0","0"
"848513","30615","30615","30615","0","0","0","","",""
"848644","30641","30641","30641","","","","10","10","10"
"848869","30622","30622","30622","10","10","10","","",""
"848929","30646","30646","30646","10","10","10","","",""
"848955","30671","30671","30671","","","","10","10","10"
"848981","30647","30647","30647","0","0","0","","",""
"849050","30673","30673","30673","","","","10","10","10"
"849154","30675","30675","30675","","","","0","0","0"
"849321","30651","30651","30651","10","10","10","","",""
"849329","30677","30677","30677","","","","10","10","10"
"849390","30654","30654","30654","10","10","10","","",""
"849428","30655","30655","30655","0","0","0","","",""
"849450","30656","30656","30656","10","10","10","","",""
"849470","30679","30679","30679","","","","10","10","10"
"849491","30680","30680","30680","","","","0","0","0"
"849544","30659","30659","30659","0","0","0","","",""
"849636","30661","30661","30661","10","10","10","","",""
"849658","30662","30662","30662","10","10","10","","",""
"849698","30684","30684","30684","","","","10","10","10"
"849834","30664","30664","30664","10","10","10","","",""
"849847","30687","30687","30687","","","","10","10","10"
"849872","30665","30665","30665","10","10","10","","",""
"849895","30666","30666","30666","10","10","10","","",""
"849900","30688","30688","30688","","","","0","0","0"
"850089","30690","30690","30690","10","10","10","","",""
"850279","30693","30693","30693","0","0","0","","",""
"850376","30716","30716","30716","","","","0","0","0"
"850438","30697","30697","30697","10","10","10","","",""
"850596","30719","30719","30719","","","","0","0","0"
"850649","30699","30699","30699","0","0","0","","",""
"850842","30722","30722","30722","","","","0","0","0"
"850938","30703","30703","30703","10","10","10","","",""
"850990","30749","30749","30749","","","","0","0","0"
"851177","30731","30731","30731","10","10","10","","",""
"851272","30754","30754","30754","","","","10","10","10"
"851329","30735","30735","30735","10","10","10","","",""
"851398","30757","30757","30757","","","","0","0","0"
"851434","30758","30758","30758","","","","10","10","10"
"851472","30759","30759","30759","","","","10","10","10"
"851486","30737","30737","30737","0","0","0","","",""
"851554","30762","30762","30762","","","","0","0","0"
"851623","30739","30739","30739","10","10","10","","",""
"851664","30763","30763","30763","","","","10","10","10"
"851720","30765","30765","30765","","","","0","0","0"
"851790","30767","30767","30767","","","","10","10","10"
"851807","30743","30743","30743","10","10","10","","",""
"851869","30745","30745","30745","10","10","10","","",""
"851928","30746","30746","30746","10","10","10","","",""
"852128","30774","30774","30774","10","10","10","","",""
"852157","30800","30800","30800","","","","10","10","10"
"852291","30805","30805","30805","","","","0","0","0"
"852297","30775","30775","30775","10","10","10","","",""
"852424","30806","30806","30806","","","","0","0","0"
"852551","30809","30809","30809","","","","0","0","0"
"852589","30810","30810","30810","","","","10","10","10"
"852630","30782","30782","30782","10","10","10","","",""
"852853","30786","30786","30786","10","10","10","","",""
"853119","30852","30852","30852","","","","10","10","10"
"853254","30824","30824","30824","10","10","10","","",""
"853272","30855","30855","30855","","","","0","0","0"
"853353","30856","30856","30856","","","","10","10","10"
"853470","30832","30832","30832","10","10","10","","",""
"853471","30859","30859","30859","","","","10","10","10"
"853591","30863","30863","30863","","","","10","10","10"
"853756","30866","30866","30866","","","","0","0","0"
"853803","30867","30867","30867","","","","0","0","0"
"853877","30870","30870","30870","","","","10","10","10"
"854167","30874","30874","30874","0","0","0","","",""
"854203","30875","30875","30875","0","0","0","","",""
"854909","30895","30895","30895","10","10","10","","",""
"854927","30907","30907","30907","","","","10","10","10"
"855110","30911","30911","30911","10","10","10","","",""
"855183","30913","30913","30913","10","10","10","","",""
"855244","30915","30915","30915","0","0","0","","",""
"855338","30917","30917","30917","10","10","10","","",""
"855376","30918","30918","30918","0","0","0","","",""
"855397","30919","30919","30919","0","0","0","","",""
"855440","30921","30921","30921","0","0","0","","",""
"855488","30922","30922","30922","10","10","10","","",""
"855511","30948","30948","30948","","","","10","10","10"
"855601","30925","30925","30925","0","0","0","","",""
"855750","30928","30928","30928","0","0","0","","",""
"855805","30929","30929","30929","10","10","10","","",""
"855824","30955","30955","30955","","","","10","10","10"
"855828","30930","30930","30930","0","0","0","","",""
"855884","30957","30957","30957","","","","10","10","10"
"855905","30932","30932","30932","10","10","10","","",""
"855926","30933","30933","30933","0","0","0","","",""
"856052","30961","30961","30961","","","","10","10","10"
"856074","30962","30962","30962","0","0","0","","",""
"856170","30998","30998","30998","","","","10","10","10"
"856223","30966","30966","30966","10","10","10","","",""
"856245","31000","31000","31000","","","","10","10","10"
"856299","31001","31001","31001","","","","0","0","0"
"856328","30970","30970","30970","10","10","10","","",""
"856406","31004","31004","31004","","","","0","0","0"
"856442","30973","30973","30973","10","10","10","","",""
"856708","30978","30978","30978","10","10","10","","",""
"856753","30980","30980","30980","10","10","10","","",""
"856828","30982","30982","30982","10","10","10","","",""
"856862","31015","31015","31015","","","","10","10","10"
"857033","31019","31019","31019","","","","10","10","10"
"857070","31020","31020","31020","","","","10","10","10"
"857095","31021","31021","31021","10","10","10","","",""
"857144","31049","31049","31049","","","","0","0","0"
"857220","31023","31023","31023","10","10","10","","",""
"857221","31051","31051","31051","","","","0","0","0"
"857262","31024","31024","31024","0","0","0","","",""
"857284","31025","31025","31025","10","10","10","","",""
"857310","31052","31052","31052","","","","0","0","0"
"857402","31054","31054","31054","","","","0","0","0"
"857521","31030","31030","31030","10","10","10","","",""
"857546","31058","31058","31058","","","","10","10","10"
"857581","31032","31032","31032","0","0","0","","",""
"857904","31066","31066","31066","","","","0","0","0"
"857932","31038","31038","31038","10","10","10","","",""
"857940","31067","31067","31067","","","","10","10","10"
"858004","31040","31040","31040","0","0","0","","",""
"858290","31075","31075","31075","10","10","10","","",""
"858307","31087","31087","31087","","","","0","0","0"
"858308","31076","31076","31076","10","10","10","","",""
"858327","31088","31088","31088","","","","10","10","10"
"858345","31089","31089","31089","","","","0","0","0"
"858421","31091","31091","31091","","","","0","0","0"
"858624","31080","31080","31080","0","0","0","","",""
"858658","31095","31095","31095","","","","10","10","10"
"858722","31097","31097","31097","","","","0","0","0"
"858949","31104","31104","31104","","","","10","10","10"
"859557","31107","31107","31107","10","10","10","","",""
"859818","31114","31114","31114","0","0","0","","",""
"859923","31116","31116","31116","10","10","10","","",""
"859949","31125","31125","31125","","","","0","0","0"
"860179","31151","31151","31151","","","","10","10","10"
"860527","31157","31157","31157","","","","10","10","10"
"860668","31160","31160","31160","","","","0","0","0"
"860712","31135","31135","31135","10","10","10","","",""
"860741","31162","31162","31162","","","","10","10","10"
"861051","31141","31141","31141","0","0","0","","",""
"861432","31167","31167","31167","0","0","0","","",""
"861453","31168","31168","31168","10","10","10","","",""
"861495","31170","31170","31170","10","10","10","","",""
"861651","31173","31173","31173","10","10","10","","",""
"861741","31182","31182","31182","","","","0","0","0"
"861856","31186","31186","31186","","","","10","10","10"
"862126","31177","31177","31177","0","0","0","","",""
"862212","31188","31188","31188","10","10","10","","",""
"862247","31189","31189","31189","10","10","10","","",""
"862269","31190","31190","31190","0","0","0","","",""
"862405","31192","31192","31192","0","0","0","","",""
"863009","31202","31202","31202","","","","10","10","10"
"863081","31203","31203","31203","","","","10","10","10"
"863137","31205","31205","31205","","","","10","10","10"
"863305","31228","31228","31228","","","","10","10","10"
"863624","31209","31209","31209","0","0","0","","",""
"863771","31236","31236","31236","","","","10","10","10"
"863822","31214","31214","31214","10","10","10","","",""
"863918","31239","31239","31239","","","","10","10","10"
"863930","31217","31217","31217","0","0","0","","",""
"864057","31220","31220","31220","10","10","10","","",""
"864089","31243","31243","31243","","","","0","0","0"
"864319","31246","31246","31246","10","10","10","","",""
"864432","31274","31274","31274","","","","10","10","10"
"864454","31249","31249","31249","0","0","0","","",""
"864527","31252","31252","31252","10","10","10","","",""
"864564","31253","31253","31253","0","0","0","","",""
"864701","31255","31255","31255","10","10","10","","",""
"864722","31256","31256","31256","10","10","10","","",""
"864820","31260","31260","31260","10","10","10","","",""
"864852","31284","31284","31284","","","","0","0","0"
"864891","31262","31262","31262","10","10","10","","",""
"865050","31288","31288","31288","","","","10","10","10"
"865153","31291","31291","31291","","","","0","0","0"
"865311","31322","31322","31322","","","","10","10","10"
"865379","31295","31295","31295","0","0","0","","",""
"865565","31300","31300","31300","0","0","0","","",""
"865619","31302","31302","31302","0","0","0","","",""
"865666","31329","31329","31329","","","","10","10","10"
"865687","31330","31330","31330","","","","10","10","10"
"865875","31334","31334","31334","","","","0","0","0"
"866042","31312","31312","31312","10","10","10","","",""
"866164","31340","31340","31340","","","","10","10","10"
"866225","31343","31343","31343","","","","10","10","10"
"866279","31344","31344","31344","","","","10","10","10"
"866294","31317","31317","31317","0","0","0","","",""
"866416","31368","31368","31368","","","","10","10","10"
"866827","31376","31376","31376","","","","10","10","10"
"866923","31378","31378","31378","","","","10","10","10"
"866953","31354","31354","31354","10","10","10","","",""
"867024","31355","31355","31355","10","10","10","","",""
"867168","31384","31384","31384","","","","10","10","10"
"867187","31385","31385","31385","","","","10","10","10"
"867239","31359","31359","31359","0","0","0","","",""
"867320","31362","31362","31362","10","10","10","","",""
"867450","31425","31425","31425","","","","10","10","10"
"867469","31426","31426","31426","","","","0","0","0"
"867565","31395","31395","31395","0","0","0","","",""
"867622","31397","31397","31397","10","10","10","","",""
"867697","31399","31399","31399","0","0","0","","",""
"867753","31400","31400","31400","0","0","0","","",""
"867777","31433","31433","31433","","","","10","10","10"
"867872","31403","31403","31403","10","10","10","","",""
"867937","31437","31437","31437","","","","0","0","0"
"867959","31438","31438","31438","","","","0","0","0"
"868069","31441","31441","31441","","","","10","10","10"
"868171","31408","31408","31408","10","10","10","","",""
"868328","31414","31414","31414","0","0","0","","",""
"868383","31446","31446","31446","10","10","10","","",""
"868464","31472","31472","31472","","","","10","10","10"
"868551","31474","31474","31474","","","","10","10","10"
"868667","31450","31450","31450","0","0","0","","",""
"868768","31453","31453","31453","0","0","0","","",""
"868925","31459","31459","31459","10","10","10","","",""
"868945","31460","31460","31460","10","10","10","","",""
"868994","31484","31484","31484","","","","0","0","0"
"869013","31461","31461","31461","0","0","0","","",""
"869099","31462","31462","31462","10","10","10","","",""
"869156","31464","31464","31464","10","10","10","","",""
"869280","31466","31466","31466","10","10","10","","",""
"869578","31494","31494","31494","0","0","0","","",""
